    280.0      0.6499
    279.0      0.5192
    278.0      0.4759
    277.0      0.3407
    276.0      0.3368
    275.0      0.3559
    274.0      0.5443
    273.0      0.6263
    272.0      0.3567
    271.0      0.1998
    270.0      0.0155
    269.0      -0.0034
    268.0      0.1184
    267.0      0.3392
    266.0      0.0155
    265.0      -0.1171
    264.0      -0.1551
    263.0      0.0198
    262.0      0.2519
    261.0      0.4971
    260.0      0.2100
    259.0      -0.0817
    258.0      -0.1686
    257.0      -0.2153
    256.0      -0.1158
    255.0      0.1833
    254.0      0.2705
    253.0      0.1751
    252.0      0.2709
    251.0      0.1455
    250.0      -0.0823
    249.0      -0.1975
    248.0      -0.2083
    247.0      -0.1956
    246.0      -0.1530
    245.0      -0.2622
    244.0      -0.4657
    243.0      -0.7167
    242.0      -0.9766
    241.0      -1.2691
    240.0      -1.5556
    239.0      -2.0209
    238.0      -2.5471
    237.0      -3.1278
    236.0      -3.7225
    235.0      -4.5033
    234.0      -5.1905
    233.0      -5.9780
    232.0      -6.8207
    231.0      -7.6214
    230.0      -8.1681
    229.0      -8.6290
    228.0      -8.9238
    227.0      -9.3123
    226.0      -9.6015
    225.0      -9.8086
    224.0      -9.8552
    223.0      -9.9389
    222.0      -10.1533
    221.0      -10.3440
    220.0      -10.5895
    219.0      -10.6783
    218.0      -10.5947
    217.0      -10.5874
    216.0      -10.6370
    215.0      -10.6626
    214.0      -10.9620
    213.0      -11.2289
    212.0      -11.3317
    211.0      -11.2569
    210.0      -11.2852
    209.0      -11.4102
    208.0      -11.1856
    207.0      -10.8991
    206.0      -9.8079
    205.0      -8.0734
    204.0      -6.1708
    203.0      -3.7354
    202.0      -0.7351
    201.0      2.2145
    200.0      5.6422
    199.0      9.1525
    198.0      12.3312
    197.0      15.3083
    196.0      17.7437
    195.0      19.5520
    194.0      20.7159
    193.0      21.2854
    192.0      21.3881
    191.0      20.8135
    190.0      19.7164
    189.0      18.0754
    188.0      15.9071
    187.0      13.8406
    186.0      11.9477
    185.0      10.0162
    184.0      8.2363
    183.0      6.3888
    182.0      4.4914
    181.0      3.3971
    180.0      2.2697
    179.0      1.1024
    178.0      0.2911
    177.0      -0.7984
    176.0      -1.6889
    175.0      -2.4928
