-0.892	-0.39032	-0.686	0.189	-0.152	-0.014	-0.468	0.005	-0.488	-0.237	0.142	0.011	0.168	-0.707	-0.704	0.209	0.055	-0.533	-0.704	-0.205	-0.448	-0.276	-0.312	-0.773	-0.375	-0.503	-0.099	-0.484	-0.882	-0.552	-0.425	-0.581	-0.825	0.082	-0.145	-0.425	0.202	-0.402	-0.122	-0.605	-0.218	0.001	-0.889	-0.872	-0.575	-0.489	-0.539	-0.388	-0.209	-0.601	0.016	-0.396	-0.553	-0.567	-0.533	-0.472	-0.312	-0.328	0.09	-0.148	0.629	-0.292	-0.199	0.058	-0.52	-0.205	-0.091767	-0.18763	-0.075841	-0.11705	-0.14351
-1.116	-0.449425	-0.866	0.191	-0.174	0.021	-0.582	-0.02	-0.585	-0.272	0.174	-0.031	0.165	-0.921	-0.927	0.224	0.032	-0.695	-0.811	-0.215	-0.618	-0.317	-0.431	-0.966	-0.489	-0.601	-0.087	-0.531	-1.065	-0.698	-0.698	-0.744	-1.059	0.113	-0.167	-0.535	0.192	-0.543	-0.153	-0.979	-0.327	0.035	-1.146	-1.162	-0.708	-0.624	-0.614	-0.457	-0.277	-0.717	0.009	-0.519	-0.695	-0.72	-0.79	-0.613	-0.442	-0.435	0.114	-0.205	0.793	-0.362	-0.229	0.067	-0.678	-0.271	-0.10919	-0.2539	-0.13528	-0.12456	-0.16742
-1.296	-0.525991	-1.066	0.206	-0.272	0.086	-0.678	-0.054	-0.678	-0.32	0.198	-0.059	0.19	-1.184	-1.139	0.255	0.013	-0.914	-0.916	-0.236	-0.772	-0.372	-0.56	-1.193	-0.618	-0.706	-0.108	-0.53	-1.278	-0.869	-1.001	-0.952	-1.307	0.177	-0.142	-0.685	0.156	-0.631	-0.209	-1.144	-0.446	0.049	-1.479	-1.525	-0.873	-0.77	-0.701	-0.528	-0.361	-0.84	-0.01	-0.634	-0.835	-0.897	-1.044	-0.772	-0.58	-0.553	0.123	-0.274	0.974	-0.429	-0.258	0.073	-0.852	-0.319	-0.13224	-0.30934	-0.18338	-0.11322	-0.20448
-1.53	-0.626752	-1.31	0.213	-0.38	0.17	-0.803	-0.115	-0.763	-0.394	0.25	-0.06	0.237	-1.482	-1.377	0.264	-0.008	-1.097	-1.053	-0.259	-0.965	-0.426	-0.7	-1.434	-0.771	-0.816	-0.092	-0.585	-1.529	-1.054	-1.231	-1.201	-1.655	0.249	-0.124	-0.84	0.111	-0.73	-0.288	-1.708	-0.606	0.042	-1.732	-1.895	-1.069	-0.925	-0.931	-0.612	-0.458	-0.98	-0.033	-0.787	-1.018	-1.059	-1.298	-0.948	-0.763	-0.639	0.088	-0.385	1.153	-0.496	-0.299	0.062	-1.05	-0.414	-0.15198	-0.33929	-0.20302	-0.14344	-0.23268
-1.784	-0.737343	-1.584	0.221	-0.478	0.273	-0.944	-0.151	-0.875	-0.499	0.271	-0.03	0.309	-1.85	-1.7	0.256	-0.026	-1.286	-1.223	-0.295	-1.212	-0.499	-0.911	-1.736	-0.958	-0.934	-0.164	-0.65	-1.838	-1.283	-1.474	-1.514	-2.026	0.281	-0.112	-1.017	0.098	-0.827	-0.395	-2.112	-0.794	0.031	-2.103	-2.321	-1.264	-1.099	-1.087	-0.699	-0.591	-1.133	-0.037	-0.969	-1.24	-1.244	-1.618	-1.129	-0.935	-0.774	0.039	-0.546	1.347	-0.568	-0.344	0.061	-1.214	-0.505	-0.18649	-0.33996	-0.23544	-0.2108	-0.27481
-2.028	-0.884211	-1.915	0.247	-0.599	0.389	-1.113	-0.18	-0.936	-0.607	0.224	0.004	0.402	-2.267	-2.096	0.245	-0.056	-1.499	-1.459	-0.354	-1.47	-0.579	-1.087	-2.065	-1.149	-1.065	-0.259	-0.769	-2.192	-1.536	-1.641	-1.866	-2.505	0.307	-0.142	-1.206	0.031	-0.935	-0.532	-2.311	-1.03	-0.002	-2.499	-2.825	-1.498	-1.257	-1.211	-0.798	-0.743	-1.309	-0.054	-1.198	-1.456	-1.458	-1.939	-1.365	-1.148	-0.903	-0.038	-0.752	1.578	-0.652	-0.392	0.092	-1.453	-0.612	-0.20549	-0.39909	-0.25712	-0.25554	-0.32852
-2.297	-1.08717	-2.147	0.297	-0.734	0.582	-1.306	-0.2	-0.995	-0.69	0.182	-0.012	0.484	-2.74	-2.512	0.235	-0.102	-1.701	-1.711	-0.438	-1.733	-0.667	-1.348	-2.428	-1.377	-1.209	-0.334	-0.892	-2.603	-1.807	-1.873	-2.259	-3.044	0.353	-0.162	-1.429	-0.035	-1.034	-0.669	-2.699	-1.291	-0.079	-2.925	-3.361	-1.741	-1.487	-1.356	-0.939	-0.925	-1.519	-0.068	-1.429	-1.713	-1.686	-2.31	-1.574	-1.351	-1.051	-0.133	-1.006	1.813	-0.748	-0.439	0.156	-1.747	-0.704	-0.22139	-0.43477	-0.30032	-0.28733	-0.36834
-2.637	-1.29747	-2.421	0.343	-0.902	0.791	-1.524	-0.23	-1.085	-0.8	0.101	-0.116	0.491	-3.239	-3.013	0.23	-0.164	-1.899	-2.004	-0.535	-2.071	-0.808	-1.665	-2.817	-1.627	-1.389	-0.448	-1.053	-3.042	-2.079	-2.208	-2.71	-3.594	0.349	-0.178	-1.645	-0.13	-1.156	-0.826	-3.161	-1.577	-0.174	-3.508	-3.952	-2.008	-1.705	-1.488	-1.126	-1.147	-1.757	-0.085	-1.682	-2.006	-1.979	-2.665	-1.813	-1.582	-1.191	-0.261	-1.267	2.063	-0.859	-0.477	0.253	-2.041	-0.801	-0.24352	-0.53813	-0.34233	-0.27197	-0.41209
-2.989	-1.49647	-2.666	0.374	-1.124	1.017	-1.764	-0.326	-1.153	-0.896	-0.007	-0.231	0.477	-3.796	-3.532	0.231	-0.246	-2.077	-2.296	-0.63	-2.413	-0.98	-1.998	-3.222	-1.91	-1.546	-0.574	-1.227	-3.509	-2.355	-2.636	-3.213	-4.156	0.298	-0.211	-1.892	-0.291	-1.227	-0.981	-3.629	-1.904	-0.311	-4.15	-4.626	-2.289	-2.004	-1.704	-1.342	-1.328	-2.013	-0.104	-1.905	-2.328	-2.276	-2.951	-2.068	-1.846	-1.333	-0.402	-1.537	2.227	-0.984	-0.526	0.329	-2.367	-0.928	-0.26635	-0.61745	-0.37076	-0.2722	-0.45402
-3.358	-1.70987	-2.882	0.37	-1.38	1.243	-2.029	-0.447	-1.269	-1.014	-0.073	-0.377	0.41	-4.365	-3.924	0.245	-0.354	-2.224	-2.59	-0.731	-2.786	-1.179	-2.312	-3.645	-2.222	-1.696	-0.686	-1.396	-3.997	-2.673	-3.007	-3.731	-4.738	0.187	-0.254	-2.123	-0.479	-1.343	-1.101	-4.234	-2.228	-0.489	-4.827	-5.337	-2.611	-2.346	-2.065	-1.619	-1.456	-2.275	-0.142	-2.143	-2.655	-2.618	-3.326	-2.311	-2.161	-1.446	-0.58	-1.817	2.244	-1.118	-0.577	0.395	-2.694	-1.062	-0.3028	-0.69894	-0.3562	-0.29097	-0.46847
-3.78	-1.89296	-3.179	0.337	-1.641	1.459	-2.3	-0.621	-1.381	-1.172	-0.193	-0.517	0.279	-4.944	-4.582	0.277	-0.45	-2.284	-2.874	-0.853	-3.16	-1.398	-2.712	-4.065	-2.575	-1.828	-0.848	-1.594	-4.496	-2.99	-3.37	-4.272	-5.326	0.032	-0.269	-2.369	-0.668	-1.498	-1.189	-4.752	-2.488	-0.676	-5.461	-6.02	-2.923	-2.689	-2.333	-1.866	-1.53	-2.507	-0.199	-2.395	-2.969	-2.99	-3.67	-2.477	-2.451	-1.614	-0.761	-2.081	2.143	-1.27	-0.631	0.405	-3.001	-1.189	-0.33201	-0.72134	-0.37547	-0.31891	-0.50269
-4.21	-2.10963	-3.405	0.263	-1.886	1.593	-2.571	-0.82	-1.491	-1.326	-0.363	-0.664	0.158	-5.528	-5.154	0.311	-0.535	-2.35	-3.126	-0.981	-3.544	-1.593	-3.083	-4.453	-2.939	-1.986	-1.029	-1.86	-4.964	-3.297	-3.633	-4.819	-5.962	-0.162	-0.333	-2.615	-0.912	-1.678	-1.254	-5.23	-2.667	-0.87	-6.032	-6.651	-3.249	-2.991	-2.601	-2.079	-1.541	-2.711	-0.288	-2.661	-3.234	-3.339	-3.964	-2.616	-2.709	-1.774	-0.961	-2.334	1.893	-1.413	-0.678	0.426	-3.32	-1.322	-0.34829	-0.78623	-0.35741	-0.30214	-0.58437
-4.628	-2.33825	-3.658	0.179	-2.121	1.68	-2.819	-1.075	-1.609	-1.486	-0.541	-0.833	0	-6.103	-5.643	0.341	-0.614	-2.405	-3.375	-1.133	-3.885	-1.771	-3.443	-4.81	-3.303	-2.151	-1.228	-2.183	-5.423	-3.611	-3.865	-5.346	-6.569	-0.365	-0.36	-2.861	-1.139	-1.847	-1.305	-5.74	-2.797	-1.082	-6.512	-7.187	-3.533	-3.265	-2.858	-2.28	-1.545	-2.889	-0.415	-2.892	-3.485	-3.649	-4.238	-2.706	-2.938	-1.941	-1.171	-2.52	1.584	-1.56	-0.732	0.392	-3.652	-1.365	-0.35858	-0.86155	-0.38767	-0.33513	-0.63902
-4.977	-2.56717	-3.835	0.07	-2.382	1.675	-3.066	-1.299	-1.769	-1.654	-0.733	-0.992	-0.226	-6.618	-5.956	0.349	-0.707	-2.489	-3.579	-1.31	-4.212	-1.952	-3.758	-5.116	-3.643	-2.359	-1.442	-2.565	-5.824	-3.907	-4.104	-5.822	-7.115	-0.562	-0.429	-3.075	-1.317	-2.045	-1.33	-6.156	-2.86	-1.283	-6.974	-7.639	-3.783	-3.497	-3.102	-2.436	-1.573	-3.039	-0.572	-3.08	-3.723	-3.937	-4.468	-2.824	-3.138	-2.123	-1.395	-2.644	1.185	-1.7	-0.797	0.328	-3.923	-1.425	-0.37308	-0.95589	-0.45411	-0.37825	-0.70015
-5.233	-2.74302	-3.945	-0.085	-2.665	1.612	-3.285	-1.526	-1.922	-1.8	-0.939	-1.176	-0.476	-7.083	-6.278	0.34	-0.832	-2.584	-3.774	-1.451	-4.51	-2.095	-4.033	-5.379	-3.956	-2.568	-1.677	-3.025	-6.159	-4.177	-4.282	-6.238	-7.591	-0.761	-0.504	-3.259	-1.467	-2.242	-1.333	-6.507	-2.955	-1.479	-7.346	-8.054	-3.967	-3.791	-3.272	-2.581	-1.582	-3.169	-0.736	-3.213	-3.931	-4.135	-4.619	-2.911	-3.37	-2.286	-1.624	-2.716	0.709	-1.843	-0.879	0.242	-4.176	-1.476	-0.38752	-1.0295	-0.48901	-0.43679	-0.76542
-5.42	-2.90865	-4.005	-0.262	-2.946	1.533	-3.481	-1.73	-2.094	-1.947	-1.132	-1.344	-0.7	-7.485	-6.452	0.289	-0.996	-2.645	-3.926	-1.61	-4.797	-2.196	-4.184	-5.608	-4.236	-2.8	-1.982	-3.409	-6.431	-4.48	-4.382	-6.579	-7.995	-0.994	-0.602	-3.392	-1.605	-2.432	-1.318	-6.743	-3.066	-1.711	-7.667	-8.377	-4.104	-4.041	-3.543	-2.687	-1.563	-3.28	-0.908	-3.312	-4.105	-4.363	-4.719	-2.974	-3.597	-2.415	-1.854	-2.724	0.148	-1.973	-0.981	0.138	-4.42	-1.493	-0.4109	-1.1009	-0.45248	-0.43832	-0.81479
-5.566	-3.04458	-4.124	-0.454	-3.223	1.437	-3.617	-1.921	-2.226	-2.098	-1.336	-1.501	-0.934	-7.791	-6.804	0.179	-1.153	-2.659	-4.026	-1.757	-5.002	-2.25	-4.31	-5.781	-4.467	-3.047	-2.306	-3.736	-6.624	-4.746	-4.477	-6.855	-8.321	-1.188	-0.659	-3.489	-1.729	-2.647	-1.31	-6.733	-3.164	-1.941	-7.891	-8.578	-4.191	-4.271	-3.773	-2.778	-1.525	-3.382	-1.073	-3.417	-4.236	-4.578	-4.73	-2.988	-3.782	-2.514	-2.092	-2.664	-0.458	-2.097	-1.084	0.025	-4.634	-1.494	-0.43873	-1.1324	-0.44903	-0.43858	-0.87649
-5.665	-3.16554	-4.141	-0.653	-3.439	1.313	-3.695	-2.09	-2.361	-2.264	-1.509	-1.697	-1.155	-8.032	-6.978	0.046	-1.294	-2.656	-4.06	-1.875	-5.166	-2.254	-4.364	-5.888	-4.646	-3.314	-2.604	-4.049	-6.725	-4.955	-4.436	-7.067	-8.556	-1.356	-0.751	-3.536	-1.904	-2.851	-1.3	-6.75	-3.265	-2.169	-8.036	-8.663	-4.211	-4.461	-3.985	-2.845	-1.48	-3.486	-1.231	-3.501	-4.347	-4.726	-4.713	-3.014	-3.888	-2.592	-2.335	-2.557	-1.105	-2.189	-1.214	-0.077	-4.78	-1.47	-0.46782	-1.2168	-0.4408	-0.39685	-0.92469
-5.756	-3.20977	-4.169	-0.832	-3.604	1.163	-3.767	-2.314	-2.462	-2.435	-1.626	-1.863	-1.346	-8.203	-6.938	-0.119	-1.409	-2.7	-4.092	-1.964	-5.25	-2.21	-4.352	-5.952	-4.765	-3.533	-2.823	-4.318	-6.777	-5.1	-4.328	-7.182	-8.709	-1.511	-0.834	-3.546	-2.083	-3.02	-1.293	-6.797	-3.352	-2.383	-8.074	-8.66	-4.151	-4.583	-4.115	-2.893	-1.432	-3.578	-1.388	-3.566	-4.444	-4.841	-4.724	-3.079	-3.933	-2.641	-2.547	-2.374	-1.724	-2.258	-1.364	-0.214	-4.902	-1.397	-0.47646	-1.3196	-0.40489	-0.40313	-0.97354
-5.77	-3.23939	-4.225	-0.987	-3.753	0.973	-3.837	-2.475	-2.581	-2.608	-1.737	-1.992	-1.56	-8.301	-6.812	-0.294	-1.529	-2.771	-4.057	-2.012	-5.317	-2.143	-4.315	-5.953	-4.826	-3.752	-2.994	-4.521	-6.747	-5.181	-4.242	-7.21	-8.772	-1.648	-0.953	-3.527	-2.22	-3.215	-1.255	-6.778	-3.393	-2.571	-8.078	-8.567	-4.042	-4.658	-4.233	-2.93	-1.415	-3.665	-1.534	-3.602	-4.489	-4.908	-4.707	-3.136	-3.961	-2.715	-2.738	-2.138	-2.273	-2.299	-1.534	-0.368	-4.993	-1.365	-0.49615	-1.3693	-0.42266	-0.39524	-1.0265
