    280.0      -1.1818
    279.0      0.0275
    278.0      -0.5222
    277.0      -0.3285
    276.0      -0.4751
    275.0      -0.4175
    274.0      -0.2866
    273.0      -0.1976
    272.0      -0.0772
    271.0      -0.0720
    270.0      0.0013
    269.0      0.0222
    268.0      -0.0092
    267.0      -0.2709
    266.0      -0.1505
    265.0      -0.1348
    264.0      0.1269
    263.0      0.3102
    262.0      0.3259
    261.0      0.1112
    260.0      -0.1296
    259.0      -0.0563
    258.0      -0.0092
    257.0      -0.0615
    256.0      -0.0092
    255.0      -0.0825
    254.0      -0.4123
    253.0      -0.2029
    252.0      -0.2814
    251.0      -0.3756
    250.0      -0.5169
    249.0      -0.7054
    248.0      -1.0247
    247.0      -1.0038
    246.0      -1.2027
    245.0      -1.5796
    244.0      -2.1293
    243.0      -2.8622
    242.0      -3.6108
    241.0      -4.0400
    240.0      -4.4065
    239.0      -5.0033
    238.0      -5.7257
    237.0      -6.7622
    236.0      -7.9610
    235.0      -9.5158
    234.0      -11.0915
    233.0      -12.9918
    232.0      -14.8345
    231.0      -16.7504
    230.0      -18.6193
    229.0      -20.9227
    228.0      -23.0847
    227.0      -25.2624
    226.0      -27.1679
    225.0      -29.0316
    224.0      -30.4921
    223.0      -31.6700
    222.0      -32.4029
    221.0      -32.7065
    220.0      -32.9998
    219.0      -33.3764
    218.0      -33.5285
    217.0      -33.3609
    216.0      -32.9420
    215.0      -32.4761
    214.0      -31.9893
    213.0      -31.7119
    212.0      -31.4448
    211.0      -31.0051
    210.0      -30.6910
    209.0      -30.3927
    208.0      -29.5865
    207.0      -28.0736
    206.0      -25.9011
    205.0      -23.0219
    204.0      -20.2945
    203.0      -17.3891
    202.0      -14.0231
    201.0      -9.8560
    200.0      -4.4850
    199.0      2.4146
    198.0      10.2356
    197.0      18.3445
    196.0      26.0712
    195.0      32.9656
    194.0      39.0068
    193.0      43.1685
    192.0      46.0477
    191.0      46.6548
    190.0      44.8436
    189.0      41.5875
    188.0      37.1642
    187.0      31.6097
    186.0      26.4010
    185.0      21.4540
    184.0      16.3133
    183.0      11.5234
    182.0      7.6286
    181.0      4.1526
    180.0      1.2577
    179.0      -1.5482
    178.0      -4.2913
    177.0      -6.9454
    176.0      -8.5944
    175.0      -10.4685
