    280.0      0.0391
    279.0      -0.0135
    278.0      0.0749
    277.0      -0.0261
    276.0      -0.0424
    275.0      -0.0718
    274.0      -0.0482
    273.0      -0.0417
    272.0      -0.0214
    271.0      -0.0206
    270.0      -0.0134
    269.0      -0.0155
    268.0      -0.0088
    267.0      -0.0186
    266.0      0.0028
    265.0      0.0054
    264.0      0.0059
    263.0      -0.0059
    262.0      0.0011
    261.0      -0.0047
    260.0      -0.0223
    259.0      -0.0240
    258.0      -0.0221
    257.0      -0.0286
    256.0      0.0009
    255.0      0.0052
    254.0      0.0084
    253.0      0.0339
    252.0      0.0247
    251.0      -0.0043
    250.0      -0.0228
    249.0      -0.0315
    248.0      -0.0166
    247.0      -0.0146
    246.0      -0.0206
    245.0      -0.0445
    244.0      -0.0648
    243.0      -0.0481
    242.0      -0.0460
    241.0      -0.0515
    240.0      -0.0619
    239.0      -0.0658
    238.0      -0.0618
    237.0      -0.0300
    236.0      -0.0162
    235.0      -0.0393
    234.0      -0.1053
    233.0      -0.1838
    232.0      -0.2715
    231.0      -0.3346
    230.0      -0.3767
    229.0      -0.4322
    228.0      -0.4934
    227.0      -0.5827
    226.0      -0.6917
    225.0      -0.8426
    224.0      -0.9993
    223.0      -1.1485
    222.0      -1.3311
    221.0      -1.4859
    220.0      -1.6488
    219.0      -1.7882
    218.0      -1.8779
    217.0      -1.8873
    216.0      -1.8687
    215.0      -1.7839
    214.0      -1.6969
    213.0      -1.5738
    212.0      -1.4041
    211.0      -1.1732
    210.0      -0.8947
    209.0      -0.6135
    208.0      -0.2459
    207.0      0.1339
    206.0      0.6101
    205.0      1.0602
    204.0      1.4595
    203.0      1.6979
    202.0      1.8124
    201.0      1.7086
    200.0      1.5443
    199.0      1.2694
    198.0      1.0672
    197.0      0.8625
    196.0      0.6316
    195.0      0.4039
    194.0      0.2053
    193.0      -0.0527
    192.0      -0.2373
    191.0      -0.5283
    190.0      -0.9100
    189.0      -1.2645
    188.0      -1.7293
    187.0      -2.2400
    186.0      -2.7390
    185.0      -3.3577
    184.0      -3.9252
    183.0      -4.4228
    182.0      -4.9238
    181.0      -5.3469
    180.0      -5.6752
    179.0      -6.0474
    178.0      -6.3223
    177.0      -6.5307
    176.0      -6.6201
    175.0      -6.5375
