180 -4.970086
181 -4.280804
182 -3.410132
183 -2.612016
184 -1.741344
185 -1.124618
186 -0.290224
187 0.435336
188 1.342286
189 2.394348
190 3.44641
191 4.607306
192 5.80448
193 7.001654
194 8.089994
195 9.0695
196 9.867616
197 10.375508
198 10.448064
199 10.194118
200 9.61367
201 8.815554
202 7.79977
203 6.566318
204 5.151476
205 3.736634
206 2.285514
207 0.90695
208 -0.253946
209 -1.233452
210 -2.067846
211 -2.684572
212 -3.301298
213 -3.845468
214 -4.280804
215 -4.571028
216 -4.788696
217 -4.788696
218 -4.861252
219 -4.89753
220 -4.861252
221 -4.71614
222 -4.498472
223 -4.208248
224 -3.918024
225 -3.591522
226 -3.26502
227 -2.90224
228 -2.53946
229 -2.212958
230 -1.922734
231 -1.705066
232 -1.487398
233 -1.306008
234 -1.08834
235 -0.870672
236 -0.761838
237 -0.653004
238 -0.54417
239 -0.435336
240 -0.326502
