frame_indices,x_coords,y_coords,contrasts,masses_kDa,fit_errors,diffblur_errors,frame_signal_scores,neareast_neighbour_distances,selections
1.830000000000000000e+02,9.200000000000000000e+01,8.700000000000000000e+01,-1.451443284749984741e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.676776322722355417e+01,1.000000000000000000e+00
1.900000000000000000e+02,2.900000000000000000e+01,4.700000000000000000e+01,-5.071190185844898224e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.452810183601664562e+01,1.000000000000000000e+00
1.990000000000000000e+02,5.400000000000000000e+01,5.600000000000000000e+01,-9.318038821220397949e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.940812099047606409e+01,1.000000000000000000e+00
2.000000000000000000e+02,7.700000000000000000e+01,2.400000000000000000e+01,-1.550397425889968872e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.692582403567251959e+01,1.000000000000000000e+00
2.010000000000000000e+02,2.600000000000000000e+01,1.010000000000000000e+02,-1.572598218917846680e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.304648650006176780e+01,1.000000000000000000e+00
2.020000000000000000e+02,1.020000000000000000e+02,1.400000000000000000e+01,-1.502787321805953979e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.456021977856103611e+01,1.000000000000000000e+00
2.020000000000000000e+02,8.800000000000000000e+01,1.210000000000000000e+02,-1.384273767471313477e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.507987240796890660e+01,1.000000000000000000e+00
2.080000000000000000e+02,6.800000000000000000e+01,9.300000000000000000e+01,-1.448003351688385010e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.041381265149109936e+01,1.000000000000000000e+00
2.080000000000000000e+02,9.700000000000000000e+01,1.180000000000000000e+02,-5.823476705700159073e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.668332812825266842e+01,1.000000000000000000e+00
2.130000000000000000e+02,1.030000000000000000e+02,9.200000000000000000e+01,-1.470681875944137573e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.668332812825266842e+01,1.000000000000000000e+00
2.190000000000000000e+02,7.500000000000000000e+01,1.900000000000000000e+01,-9.928991086781024933e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.414213562373095101e+01,1.000000000000000000e+00
2.190000000000000000e+02,3.000000000000000000e+01,1.200000000000000000e+01,-1.449269056320190430e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.554119014694280310e+01,1.000000000000000000e+00
2.210000000000000000e+02,3.800000000000000000e+01,9.500000000000000000e+01,-2.991139423102140427e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.906888370749726747e+01,1.000000000000000000e+00
2.220000000000000000e+02,8.500000000000000000e+01,2.900000000000000000e+01,-1.495116353034973145e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.414213562373095101e+01,1.000000000000000000e+00
2.220000000000000000e+02,9.000000000000000000e+01,6.400000000000000000e+01,-8.300407789647579193e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.535533905932737753e+01,1.000000000000000000e+00
2.240000000000000000e+02,9.700000000000000000e+01,1.100000000000000000e+02,5.563431419432163239e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.652956049652736681e+01,1.000000000000000000e+00
2.260000000000000000e+02,5.100000000000000000e+01,1.210000000000000000e+02,-1.429281085729598999e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.088061301782110135e+01,1.000000000000000000e+00
2.290000000000000000e+02,1.010000000000000000e+02,8.000000000000000000e+00,-1.335635408759117126e-02,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.020797289396147534e+01,1.000000000000000000e+00
2.270000000000000000e+02,5.000000000000000000e+01,7.400000000000000000e+01,-1.466616541147232056e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.123105625617660763e+01,1.000000000000000000e+00
2.310000000000000000e+02,1.060000000000000000e+02,6.800000000000000000e+01,-1.570446342229843140e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.632051136131489244e+01,1.000000000000000000e+00
2.450000000000000000e+02,6.800000000000000000e+01,8.000000000000000000e+00,-1.550536453723907471e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.261942946412396225e+02,1.000000000000000000e+00
2.510000000000000000e+02,9.400000000000000000e+01,6.500000000000000000e+01,-1.480511575937271118e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.158703314492290204e+01,1.000000000000000000e+00
2.560000000000000000e+02,3.200000000000000000e+01,5.100000000000000000e+01,-1.493116766214370728e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.518849411078001310e+01,1.000000000000000000e+00
2.550000000000000000e+02,7.300000000000000000e+01,7.000000000000000000e+01,-1.441792845726013184e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.158703314492290204e+01,1.000000000000000000e+00
2.630000000000000000e+02,9.900000000000000000e+01,9.000000000000000000e+01,4.356003366410732269e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.046486583132389825e+01,1.000000000000000000e+00
2.620000000000000000e+02,1.300000000000000000e+01,4.500000000000000000e+01,-5.752669647336006165e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.838477631085023489e+01,1.000000000000000000e+00
2.640000000000000000e+02,3.900000000000000000e+01,6.000000000000000000e+00,-6.578935310244560242e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.280350850198275836e+01,1.000000000000000000e+00
2.650000000000000000e+02,1.500000000000000000e+01,1.800000000000000000e+01,-1.540346294641494751e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.811077027627483460e+01,1.000000000000000000e+00
2.680000000000000000e+02,9.300000000000000000e+01,9.000000000000000000e+00,-1.140978373587131500e-02,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.716180835212409050e+01,1.000000000000000000e+00
2.690000000000000000e+02,5.900000000000000000e+01,2.400000000000000000e+01,-7.343911100178956985e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.690724809414741969e+01,1.000000000000000000e+00
2.740000000000000000e+02,1.600000000000000000e+01,6.000000000000000000e+00,-1.148625928908586502e-02,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.661544808322666000e+01,1.000000000000000000e+00
2.730000000000000000e+02,8.000000000000000000e+01,9.200000000000000000e+01,-1.413995921611785889e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.801315561749642313e+01,1.000000000000000000e+00
2.810000000000000000e+02,1.600000000000000000e+01,4.400000000000000000e+01,-8.742130361497402191e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.302172886644267535e+01,1.000000000000000000e+00
2.810000000000000000e+02,7.000000000000000000e+00,8.600000000000000000e+01,-9.417035616934299469e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.123105625617660763e+01,1.000000000000000000e+00
2.820000000000000000e+02,1.600000000000000000e+01,1.700000000000000000e+01,8.989237248897552490e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.123105625617660586e+00,1.000000000000000000e+00
2.820000000000000000e+02,4.500000000000000000e+01,1.020000000000000000e+02,-1.519837677478790283e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.973213749463701205e+01,1.000000000000000000e+00
2.830000000000000000e+02,1.500000000000000000e+01,2.100000000000000000e+01,-6.601531058549880981e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.123105625617660586e+00,1.000000000000000000e+00
2.820000000000000000e+02,4.600000000000000000e+01,3.700000000000000000e+01,-1.570068001747131348e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.280350850198275836e+01,1.000000000000000000e+00
2.850000000000000000e+02,1.110000000000000000e+02,1.500000000000000000e+01,-2.098961733281612396e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.743416490252568707e+01,1.000000000000000000e+00
2.870000000000000000e+02,3.200000000000000000e+01,1.900000000000000000e+01,-1.348792016506195068e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.612451549659709826e+01,1.000000000000000000e+00
2.900000000000000000e+02,5.700000000000000000e+01,1.030000000000000000e+02,-1.374808698892593384e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.109828148156051242e+01,1.000000000000000000e+00
2.940000000000000000e+02,8.500000000000000000e+01,2.200000000000000000e+01,-1.218172907829284668e-02,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.687817782917154830e+01,1.000000000000000000e+00
2.980000000000000000e+02,1.090000000000000000e+02,5.000000000000000000e+01,-8.568333461880683899e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.843908891458577415e+01,1.000000000000000000e+00
2.960000000000000000e+02,4.500000000000000000e+01,1.000000000000000000e+02,3.913562744855880737e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.123105625617660586e+00,1.000000000000000000e+00
2.960000000000000000e+02,4.400000000000000000e+01,1.040000000000000000e+02,-2.392560942098498344e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.123105625617660586e+00,1.000000000000000000e+00
2.980000000000000000e+02,1.100000000000000000e+02,7.300000000000000000e+01,-1.517502516508102417e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.302172886644267535e+01,1.000000000000000000e+00
3.020000000000000000e+02,2.000000000000000000e+01,9.400000000000000000e+01,-4.032582510262727737e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.885429601486528384e+01,1.000000000000000000e+00
3.090000000000000000e+02,8.100000000000000000e+01,1.900000000000000000e+01,-1.455801576375961304e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.046486583132389825e+01,1.000000000000000000e+00
3.100000000000000000e+02,3.100000000000000000e+01,5.300000000000000000e+01,2.976192859932780266e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.114482300479487265e+01,1.000000000000000000e+00
3.140000000000000000e+02,7.900000000000000000e+01,1.010000000000000000e+02,-1.517332494258880615e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.500000000000000000e+01,1.000000000000000000e+00
3.170000000000000000e+02,9.000000000000000000e+00,1.160000000000000000e+02,-1.212246194481849670e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.284731931759172596e+01,1.000000000000000000e+00
3.190000000000000000e+02,2.500000000000000000e+01,1.700000000000000000e+01,-1.655383557081222534e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.954657340538831534e+01,1.000000000000000000e+00
3.190000000000000000e+02,6.000000000000000000e+00,5.500000000000000000e+01,-1.449309289455413818e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.104834939252004844e+01,1.000000000000000000e+00
3.220000000000000000e+02,3.600000000000000000e+01,8.700000000000000000e+01,-7.486813236027956009e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.716615541441224835e+01,1.000000000000000000e+00
3.200000000000000000e+02,9.400000000000000000e+01,1.170000000000000000e+02,-1.397447288036346436e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.138470965295043058e+01,1.000000000000000000e+00
3.220000000000000000e+02,1.100000000000000000e+02,9.000000000000000000e+01,-9.010869078338146210e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.138470965295043058e+01,1.000000000000000000e+00
3.240000000000000000e+02,6.300000000000000000e+01,8.400000000000000000e+01,-1.459553986787796021e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.716615541441224835e+01,1.000000000000000000e+00
3.260000000000000000e+02,1.000000000000000000e+02,2.500000000000000000e+01,-1.463860366493463516e-02,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.576473218982953028e+01,1.000000000000000000e+00
3.270000000000000000e+02,1.100000000000000000e+01,7.000000000000000000e+01,-1.406101137399673462e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.302172886644267535e+01,1.000000000000000000e+00
3.290000000000000000e+02,3.400000000000000000e+01,1.300000000000000000e+01,-8.281358517706394196e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.476482306023340030e+01,1.000000000000000000e+00
3.280000000000000000e+02,2.100000000000000000e+01,2.000000000000000000e+01,-1.477473229169845581e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.476482306023340030e+01,1.000000000000000000e+00
3.320000000000000000e+02,3.000000000000000000e+01,8.300000000000000000e+01,-5.360887385904788971e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.302172886644267535e+01,1.000000000000000000e+00
3.350000000000000000e+02,2.800000000000000000e+01,1.500000000000000000e+01,-3.530051326379179955e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.897366596101027625e+01,1.000000000000000000e+00
3.340000000000000000e+02,1.030000000000000000e+02,5.800000000000000000e+01,-1.508907675743103027e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.138470965295043058e+01,1.000000000000000000e+00
3.360000000000000000e+02,2.200000000000000000e+01,3.300000000000000000e+01,-6.948960479348897934e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.897366596101027625e+01,1.000000000000000000e+00
3.350000000000000000e+02,6.000000000000000000e+01,9.800000000000000000e+01,-1.439443528652191162e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.121320343559642652e+01,1.000000000000000000e+00
3.380000000000000000e+02,4.700000000000000000e+01,1.100000000000000000e+01,-1.387651711702346802e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.941648783894759944e+01,1.000000000000000000e+00
3.370000000000000000e+02,1.170000000000000000e+02,1.800000000000000000e+01,-1.452986598014831543e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.237924020083418242e+01,1.000000000000000000e+00
3.390000000000000000e+02,9.100000000000000000e+01,8.700000000000000000e+01,4.041580948978662491e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.009975124224177989e+01,1.000000000000000000e+00
3.400000000000000000e+02,4.500000000000000000e+01,1.130000000000000000e+02,-3.884356236085295677e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.121320343559642652e+01,1.000000000000000000e+00
3.410000000000000000e+02,8.900000000000000000e+01,1.070000000000000000e+02,4.743169061839580536e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.878829422805593552e+01,1.000000000000000000e+00
3.470000000000000000e+02,1.020000000000000000e+02,2.400000000000000000e+01,-8.074038662016391754e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.700000000000000000e+01,1.000000000000000000e+00
3.480000000000000000e+02,8.100000000000000000e+01,2.800000000000000000e+01,-1.579748243093490601e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.137755832643194864e+01,1.000000000000000000e+00
3.490000000000000000e+02,1.160000000000000000e+02,6.300000000000000000e+01,-1.516739428043365479e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.255764119219941222e+01,1.000000000000000000e+00
3.510000000000000000e+02,2.900000000000000000e+01,8.100000000000000000e+01,-1.489321887493133545e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.119465984809195902e+01,1.000000000000000000e+00
3.520000000000000000e+02,2.200000000000000000e+01,3.800000000000000000e+01,-9.407964535057544708e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.448187929913333249e+01,1.000000000000000000e+00
3.520000000000000000e+02,8.900000000000000000e+01,1.190000000000000000e+02,-1.129677239805459976e-02,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.041381265149109936e+01,1.000000000000000000e+00
3.570000000000000000e+02,8.400000000000000000e+01,8.900000000000000000e+01,-1.462527811527252197e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.603121954188139853e+01,1.000000000000000000e+00
3.570000000000000000e+02,5.000000000000000000e+01,5.900000000000000000e+01,-1.492605507373809814e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.118033988749894903e+01,1.000000000000000000e+00
3.590000000000000000e+02,6.200000000000000000e+01,1.600000000000000000e+01,-5.167699884623289108e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.400000000000000000e+01,1.000000000000000000e+00
3.590000000000000000e+02,1.100000000000000000e+01,1.800000000000000000e+01,-6.396546214818954468e-02,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.788854381999831844e+01,1.000000000000000000e+00
3.610000000000000000e+02,6.100000000000000000e+01,6.100000000000000000e+01,-1.484698802232742310e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.118033988749894903e+01,1.000000000000000000e+00
3.620000000000000000e+02,2.700000000000000000e+01,1.000000000000000000e+01,-9.316766634583473206e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.118033988749894903e+01,1.000000000000000000e+00
3.610000000000000000e+02,1.000000000000000000e+02,8.800000000000000000e+01,-5.601654760539531708e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.603121954188139853e+01,1.000000000000000000e+00
3.660000000000000000e+02,9.300000000000000000e+01,6.700000000000000000e+01,-1.492986083030700684e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.118033988749894903e+01,1.000000000000000000e+00
3.670000000000000000e+02,8.200000000000000000e+01,6.900000000000000000e+01,-1.365733295679092407e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.118033988749894903e+01,1.000000000000000000e+00
3.680000000000000000e+02,1.900000000000000000e+01,1.100000000000000000e+01,-3.663976676762104034e-03,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.702938636592640265e+01,1.000000000000000000e+00
3.710000000000000000e+02,1.050000000000000000e+02,5.600000000000000000e+01,-1.362865269184112549e-01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.071067811865475505e+00,1.000000000000000000e+00
