#Reformatted CD measurement data (ProData):
#source: ../raw/H2O_1um_rep100056.txt
#repeat: 1

#WL(nm)  CD(mdeg)   Err(mdeg)  Absorbance    HT(V)     Det(V)    Temp(C)   Ph-Count  
 219.0   -0.572     0.194      -0.022335    316.422   7.89129     22.7     20000.0
 218.5   -0.952     0.206      -0.022890    316.971   7.92153     22.7     20000.0
 218.0   -0.631     0.193      -0.023391    317.520   7.95896     22.7     20000.0
 217.5   -0.502     0.186      -0.021949    317.520   7.92099     22.7     20000.0
 217.0   -0.736     0.178      -0.025270    317.520   7.89433     22.7     20000.0
 216.5   -0.823     0.172      -0.021414    317.520   7.82288     22.7     20000.0
 216.0   -0.601     0.205      -0.024980    317.520   7.83682     22.5     20000.0
 215.5   -0.770     0.200      -0.022648    318.680   7.96250     22.7     20000.0
 215.0   -0.483     0.199      -0.023909    318.680   7.94818     22.7     20000.0
 214.5   -1.074     0.208      -0.024677    318.680   7.93792     22.7     20000.0
 214.0   -0.714     0.181      -0.022898    318.680   7.89263     22.7     20000.0
 213.5   -0.483     0.186      -0.024576    318.680   7.89084     22.7     20000.0
 213.0   -0.816     0.189      -0.023657    318.680   7.86657     22.7     20000.0
 212.5   -1.015     0.188      -0.022427    318.680   7.82030     22.7     20000.0
 212.0   -0.544     0.204      -0.024030    319.443   7.93507     22.7     20000.0
 211.5   -0.544     0.214      -0.021155    319.443   7.88577     22.7     20000.0
 211.0   -0.291     0.189      -0.023906    319.504   7.90949     22.7     20000.0
 210.5   -0.850     0.201      -0.023436    319.809   7.93637     22.7     20000.0
 210.0   -0.835     0.199      -0.023312    319.809   7.91622     22.7     20000.0
 209.5   -0.516     0.184      -0.024195    319.809   7.91215     22.7     20000.0
 209.0   -0.961     0.218      -0.022665    319.809   7.87437     22.7     20000.0
 208.5   -0.593     0.199      -0.023861    319.809   7.86082     22.7     20000.0
 208.0   -0.869     0.194      -0.021974    320.755   7.96945     22.7     20000.0
 207.5   -0.942     0.189      -0.023029    320.755   7.96419     22.7     20000.0
 207.0   -0.537     0.210      -0.025226    320.755   7.97875     22.7     20000.0
 206.5   -0.963     0.178      -0.022732    320.755   7.95619     22.7     20000.0
 206.0   -0.848     0.192      -0.023913    320.755   7.95581     22.7     20000.0
 205.5   -0.778     0.223      -0.024049    320.755   7.95502     22.7     20000.0
 205.0   -0.992     0.195      -0.022666    320.755   7.92787     22.7     20000.0
 204.5   -0.938     0.208      -0.024704    320.755   7.96193     22.7     20000.0
 204.0   -0.603     0.189      -0.022558    320.755   7.94572     22.7     20000.0
 203.5   -0.529     0.191      -0.025355    320.755   7.97488     22.7     20000.0
 203.0   -0.589     0.205      -0.024188    320.755   7.97221     22.7     20000.0
 202.5   -0.656     0.203      -0.023653    320.755   7.99488     22.7     20000.0
 202.0   -1.033     0.212      -0.027011    320.755   8.03945     22.7     20000.0
 201.5   -0.710     0.180      -0.025059    320.755   8.03432     22.7     20000.0
 201.0   -1.155     0.190      -0.027748    320.755   8.08156     22.7     20000.0
 200.5   -1.189     0.219      -0.026653    320.755   8.09829     22.7     20000.0
 200.0   -0.977     0.176      -0.026475    320.541   8.08289     22.7     20000.0
 199.5   -0.823     0.179      -0.029137    320.267   8.11218     22.7     20000.0
 199.0   -0.906     0.205      -0.029490    320.084   8.13739     22.7     20000.0
 198.5   -0.903     0.184      -0.033566    319.458   8.11848     22.7     20000.0
 198.0   -0.974     0.196      -0.032234    319.092   8.12947     22.7     20000.0
 197.5   -0.950     0.181      -0.033120    318.497   8.10190     22.7     20000.0
 197.0   -0.703     0.187      -0.036257    317.917   8.11973     22.7     20000.0
 196.5   -0.627     0.184      -0.035545    317.734   8.15442     22.7     20000.0
 196.0   -0.914     0.187      -0.039178    316.849   8.10813     22.7     20000.0
 195.5   -0.592     0.188      -0.039184    316.849   8.17474     22.7     20000.0
 195.0   -0.632     0.208      -0.041783    316.055   8.11069     22.7     20000.0
 194.5   -1.079     0.192      -0.045806    315.033   8.12583     22.7     20000.0
 194.0   -0.688     0.153      -0.046885    313.904   8.08497     22.7     20000.0
 193.5   -1.034     0.175      -0.049201    313.354   8.09478     22.5     20000.0
 193.0   -0.793     0.190      -0.050207    313.354   8.10728     22.7     20000.0
 192.5   -1.038     0.163      -0.048162    313.354   8.00308     22.7     20000.0
 192.0   -0.671     0.171      -0.053843    311.920   8.11232     22.7     20000.0
 191.5   -0.510     0.165      -0.055858    311.066   8.12783     22.7     20000.0
 191.0   -0.937     0.190      -0.055214    311.066   8.02436     22.7     20000.0
 190.5   -0.766     0.191      -0.049733    313.644   8.00165     22.7     20000.0
 190.0   -1.141     0.181      -0.053101    311.676   8.08192     22.7     20000.0
 189.5   -1.106     0.166      -0.053915    310.410   8.17663     22.7     20000.0
 189.0   -0.979     0.189      -0.047500    310.410   7.82893     22.7     20000.0
 188.5   -0.903     0.190      -0.035247    318.726   8.19771     22.7     20000.0
 188.0   -1.023     0.189      -0.032780    315.247   8.12056     22.7     20000.0
 187.5   -1.110     0.172      -0.024818    314.331   8.11401     22.7     20000.0
 187.0   -1.076     0.206      -0.003905    321.213   8.09845     22.7     20000.0
 186.5   -1.384     0.237      0.024910    333.664   8.30840     22.7     20000.0
 186.0   -1.322     0.222      0.039783    325.699   8.09421     22.7     20000.0
 185.5   -1.106     0.237      0.073229    332.855   8.12760     22.7     20000.0
 185.0   -1.007     0.229      0.123516    352.554   8.11678     22.7     20000.0
 184.5   -1.424     0.244      0.182095    357.315   8.08321     22.8     20000.0
 184.0   -1.282     0.292      0.234115    357.819   7.89141     22.7     20000.0
 183.5   -1.197     0.371      0.333807    390.671   8.12560     22.7     20000.0
 183.0   -1.385     0.364      0.464532    417.267   8.13776     22.7     20000.0
 182.5   -1.940     0.457      0.586557    435.318   8.29758     22.7     20000.0
 182.0   -1.194     0.655      0.783762    506.683   8.16898     22.7     20000.0
 181.5   -3.728     0.932      1.061850    572.830   8.10262     22.7     20000.0
 181.0   -1.757     1.303      1.299380    649.811   8.07083     22.7     20000.0
 180.5   -2.279     2.800      1.807670    885.834   8.22073     22.7     20000.0
 180.0   -6.802     4.553      2.262540    999.985   6.08327     22.7     20000.0
