#Reformatted CD measurement data (ProData):
#source: ../raw/H2O_1um_rep100056.txt
#repeat: 3

#WL(nm)  CD(mdeg)   Err(mdeg)  Absorbance    HT(V)     Det(V)    Temp(C)   Ph-Count  
 282.0   -0.607     0.114      -0.020851    279.327   8.04290     22.8     20000.0
 281.5   -0.629     0.131      -0.020557    279.327   8.02663     22.8     20000.0
 281.0   -0.519     0.145      -0.020835    279.327   8.03009     22.8     20000.0
 280.5   -0.687     0.122      -0.020371    279.327   8.01704     22.8     20000.0
 280.0   -0.863     0.122      -0.020457    279.327   7.99498     22.8     20000.0
 279.5   -0.749     0.133      -0.020996    279.327   7.99783     22.8     20000.0
 279.0   -0.600     0.132      -0.021392    279.327   7.99271     22.8     20000.0
 278.5   -0.720     0.130      -0.020770    279.327   8.00836     22.8     20000.0
 278.0   -0.545     0.128      -0.021521    279.327   7.97662     22.8     20000.0
 277.5   -0.681     0.134      -0.020559    279.327   7.97240     22.8     20000.0
 277.0   -0.770     0.120      -0.020968    279.327   7.97233     22.8     20000.0
 276.5   -0.667     0.126      -0.021305    279.327   7.94165     22.8     20000.0
 276.0   -0.743     0.131      -0.020950    279.327   7.97404     22.8     20000.0
 275.5   -0.827     0.123      -0.020648    279.327   7.92808     22.8     20000.0
 275.0   -0.793     0.146      -0.020647    279.327   7.92892     22.8     20000.0
 274.5   -0.721     0.124      -0.022625    279.327   7.92757     22.8     20000.0
 274.0   -0.823     0.138      -0.020860    279.327   7.88021     22.8     20000.0
 273.5   -0.486     0.123      -0.021565    279.327   7.90493     22.8     20000.0
 273.0   -0.715     0.124      -0.021323    279.633   7.91824     22.8     20000.0
 272.5   -0.565     0.130      -0.021267    279.633   7.90900     22.8     20000.0
 272.0   -0.588     0.130      -0.021163    279.633   7.89336     22.8     20000.0
 271.5   -0.686     0.141      -0.022776    279.755   7.90065     22.8     20000.0
 271.0   -0.307     0.136      -0.020867    280.060   7.90064     22.8     20000.0
 270.5   -0.733     0.128      -0.022473    280.060   7.91726     22.8     20000.0
 270.0   -0.638     0.129      -0.021482    280.792   7.98451     22.8     20000.0
 269.5   -0.778     0.131      -0.021568    280.792   7.93947     22.8     20000.0
 269.0   -0.620     0.122      -0.021598    280.792   7.91289     22.8     20000.0
 268.5   -0.533     0.125      -0.020978    280.792   7.86466     22.8     20000.0
 268.0   -0.754     0.141      -0.022705    281.158   7.89458     22.8     20000.0
 267.5   -0.543     0.117      -0.022017    281.586   7.90567     22.8     20000.0
 267.0   -0.369     0.132      -0.021757    281.586   7.88657     22.8     20000.0
 266.5   -0.523     0.137      -0.022360    282.455   7.98229     22.8     20000.0
 266.0   -0.583     0.130      -0.020692    282.455   7.88791     22.8     20000.0
 265.5   -0.607     0.119      -0.022121    282.761   7.91261     22.8     20000.0
 265.0   -0.430     0.130      -0.021318    282.761   7.83835     22.8     20000.0
 264.5   -0.691     0.139      -0.022047    283.127   7.87053     22.8     20000.0
 264.0   -0.704     0.131      -0.021948    284.058   7.93915     22.8     20000.0
 263.5   -0.678     0.134      -0.022863    284.241   7.91416     22.8     20000.0
 263.0   -0.321     0.144      -0.021540    284.241   7.86221     22.8     20000.0
 262.5   -0.642     0.149      -0.022312    285.217   7.95754     22.8     20000.0
 262.0   -0.599     0.135      -0.022097    285.278   7.91713     22.8     20000.0
 261.5   -0.467     0.134      -0.021833    285.278   7.82408     22.8     20000.0
 261.0   -0.408     0.138      -0.022224    286.041   7.91140     22.8     20000.0
 260.5   -0.359     0.120      -0.021364    286.224   7.89082     22.8     20000.0
 260.0   -0.740     0.149      -0.023032    286.697   7.90133     22.8     20000.0
 259.5   -0.489     0.154      -0.022136    287.186   7.92188     22.8     20000.0
 259.0   -0.526     0.145      -0.021799    287.491   7.88823     22.8     20000.0
 258.5   -0.349     0.131      -0.023118    287.613   7.86259     22.8     20000.0
 258.0   -0.566     0.142      -0.021517    288.345   7.91512     22.8     20000.0
 257.5   -0.476     0.153      -0.023410    288.528   7.90581     22.8     20000.0
 257.0   -0.337     0.146      -0.022424    289.047   7.95641     22.8     20000.0
 256.5   -0.471     0.144      -0.022911    289.047   7.90006     22.8     20000.0
 256.0   -0.627     0.133      -0.022491    289.047   7.88272     22.8     20000.0
 255.5   -0.530     0.131      -0.021652    289.520   7.89453     22.8     20000.0
 255.0   -0.624     0.137      -0.023187    289.520   7.89183     22.8     20000.0
 254.5   -0.285     0.139      -0.021811    290.192   7.95538     22.8     20000.0
 254.0   -0.444     0.168      -0.023332    290.192   7.94396     22.8     20000.0
 253.5   -0.643     0.164      -0.023166    290.192   7.91801     22.8     20000.0
 253.0   -0.733     0.145      -0.023189    290.192   7.89006     22.8     20000.0
 252.5   -0.623     0.152      -0.024435    290.466   7.93203     22.8     20000.0
 252.0   -0.720     0.150      -0.022882    290.466   7.88205     22.8     20000.0
 251.5   -0.433     0.149      -0.023820    290.771   7.89483     22.8     20000.0
 251.0   -0.722     0.136      -0.023430    290.771   7.89540     22.8     20000.0
 250.5   -0.625     0.142      -0.022956    290.771   7.83622     22.8     20000.0
 250.0   -0.589     0.147      -0.023295    291.519   7.95031     22.8     20000.0
 249.5   -0.603     0.135      -0.022808    291.519   7.91011     22.8     20000.0
 249.0   -0.528     0.145      -0.023442    291.519   7.89512     22.8     20000.0
 248.5   -0.479     0.141      -0.022948    292.419   8.00047     22.8     20000.0
 248.0   -0.628     0.145      -0.023909    292.419   7.96606     22.8     20000.0
 247.5   -0.469     0.153      -0.023459    292.419   7.98805     22.8     20000.0
 247.0   -0.614     0.148      -0.023057    292.419   7.90416     22.8     20000.0
 246.5   -0.548     0.138      -0.024441    292.664   7.90729     22.8     20000.0
 246.0   -0.505     0.140      -0.022204    292.984   7.90603     22.8     20000.0
 245.5   -0.455     0.141      -0.023846    292.984   7.88423     22.8     20000.0
 245.0   -0.499     0.140      -0.022661    293.716   7.96986     22.8     20000.0
 244.5   -0.397     0.147      -0.023007    293.716   7.90124     22.8     20000.0
 244.0   -0.367     0.136      -0.024319    293.716   7.89222     22.8     20000.0
 243.5   -0.785     0.152      -0.022176    294.571   7.96710     22.8     20000.0
 243.0   -0.366     0.160      -0.023148    294.571   7.93990     22.8     20000.0
 242.5   -0.472     0.155      -0.021868    294.571   7.87894     22.8     20000.0
 242.0   -0.593     0.134      -0.023251    295.410   7.94787     22.9     20000.0
 241.5   -0.691     0.141      -0.023829    295.410   7.90451     22.9     20000.0
 241.0   -0.474     0.164      -0.022596    295.410   7.83725     22.8     20000.0
 240.5   -0.184     0.141      -0.023779    296.860   7.99814     22.8     20000.0
 240.0   -0.472     0.151      -0.023229    296.860   7.92164     22.8     20000.0
 239.5   -0.576     0.151      -0.024412    296.860   7.87280     22.8     20000.0
 239.0   -0.628     0.149      -0.023861    298.157   7.99273     22.8     20000.0
 238.5   -0.513     0.145      -0.023351    298.157   7.90117     22.8     20000.0
 238.0   -0.512     0.162      -0.025439    298.157   7.84697     22.8     20000.0
 237.5   -0.695     0.167      -0.023771    299.438   7.93330     22.9     20000.0
 237.0   -0.506     0.150      -0.024033    299.561   7.88231     22.8     20000.0
 236.5   -0.625     0.153      -0.023214    300.461   7.93888     22.8     20000.0
 236.0   -0.750     0.166      -0.023814    300.827   7.91484     22.8     20000.0
 235.5   -0.521     0.179      -0.023526    301.193   7.90335     22.8     20000.0
 235.0   -0.567     0.158      -0.024114    301.819   7.90639     22.8     20000.0
 234.5   -0.545     0.175      -0.021993    302.338   7.90827     22.8     20000.0
 234.0   -0.620     0.159      -0.024563    302.765   7.89367     22.8     20000.0
 233.5   -0.691     0.170      -0.024083    303.452   7.92222     22.9     20000.0
 233.0   -0.577     0.151      -0.023438    304.001   7.92357     22.8     20000.0
 232.5   -0.747     0.156      -0.024783    304.550   7.92428     22.8     20000.0
 232.0   -0.300     0.137      -0.023034    304.550   7.86357     22.8     20000.0
 231.5   -1.085     0.180      -0.024145    305.557   7.95049     22.8     20000.0
 231.0   -0.601     0.155      -0.024112    305.557   7.86806     22.9     20000.0
 230.5   -0.764     0.175      -0.024316    306.488   7.94853     22.9     20000.0
 230.0   -0.594     0.171      -0.024643    306.488   7.90763     22.8     20000.0
 229.5   -0.664     0.194      -0.023433    306.488   7.90714     22.9     20000.0
 229.0   -1.016     0.195      -0.024757    307.434   7.93402     22.9     20000.0
 228.5   -0.685     0.181      -0.023789    308.105   7.92025     22.9     20000.0
 228.0   -0.838     0.171      -0.025611    308.578   7.90628     22.9     20000.0
 227.5   -0.885     0.169      -0.024522    309.113   7.91960     22.9     20000.0
 227.0   -0.771     0.177      -0.023206    309.631   7.90561     22.9     20000.0
 226.5   -0.553     0.155      -0.025747    309.692   7.87323     22.9     20000.0
 226.0   -0.530     0.192      -0.023033    310.471   7.91273     22.9     20000.0
 225.5   -0.562     0.157      -0.025753    310.715   7.88264     22.9     20000.0
 225.0   -0.675     0.174      -0.024725    311.493   7.95284     22.8     20000.0
 224.5   -0.496     0.174      -0.023194    311.920   7.89965     22.9     20000.0
 224.0   -0.877     0.186      -0.025953    311.981   7.87893     22.9     20000.0
 223.5   -0.674     0.194      -0.022864    313.217   7.96820     22.9     20000.0
 223.0   -1.108     0.177      -0.026514    313.217   7.94342     22.9     20000.0
 222.5   -0.532     0.199      -0.024572    313.644   7.94028     22.9     20000.0
 222.0   -0.758     0.210      -0.023437    313.889   7.88414     22.9     20000.0
 221.5   -0.963     0.181      -0.026105    314.194   7.91357     22.9     20000.0
 221.0   -0.799     0.191      -0.023541    314.713   7.89766     22.9     20000.0
 220.5   -0.968     0.192      -0.024904    315.079   7.89630     22.9     20000.0
 220.0   -0.583     0.186      -0.024802    315.567   7.91180     22.9     20000.0
 219.5   -0.681     0.184      -0.024658    315.872   7.88056     22.9     20000.0
 219.0   -0.964     0.166      -0.024310    316.116   7.87861     22.9     20000.0
 218.5   -0.973     0.207      -0.024207    317.032   7.95537     22.9     20000.0
 218.0   -0.479     0.172      -0.023916    317.032   7.89074     22.9     20000.0
 217.5   -0.857     0.189      -0.023390    317.276   7.90841     22.8     20000.0
 217.0   -0.361     0.188      -0.025497    317.398   7.87910     22.9     20000.0
 216.5   -0.825     0.172      -0.023929    317.780   7.90941     22.9     20000.0
 216.0   -0.544     0.181      -0.023753    318.207   7.92316     22.9     20000.0
 215.5   -0.461     0.180      -0.024548    318.207   7.92198     22.9     20000.0
 215.0   -0.623     0.194      -0.025049    318.512   7.94234     22.9     20000.0
 214.5   -0.675     0.186      -0.023948    318.512   7.89801     22.9     20000.0
 214.0   -0.724     0.212      -0.024393    318.512   7.89326     22.9     20000.0
 213.5   -1.054     0.207      -0.023583    318.512   7.84640     22.9     20000.0
 213.0   -0.213     0.197      -0.024352    318.512   7.85274     22.9     20000.0
 212.5   -0.596     0.210      -0.022458    319.489   7.94834     22.9     20000.0
 212.0   -0.893     0.179      -0.024274    319.489   7.94680     22.9     20000.0
 211.5   -0.529     0.184      -0.022496    319.489   7.91738     22.9     20000.0
 211.0   -0.843     0.183      -0.023773    319.489   7.90466     22.9     20000.0
 210.5   -1.044     0.218      -0.024608    319.489   7.90710     22.9     20000.0
 210.0   -1.088     0.183      -0.024001    319.489   7.87823     22.9     20000.0
 209.5   -0.463     0.205      -0.024882    319.489   7.87416     22.9     20000.0
 209.0   -0.926     0.195      -0.022800    320.084   7.92008     22.9     20000.0
 208.5   -0.387     0.193      -0.024619    320.084   7.91780     22.9     20000.0
 208.0   -0.701     0.179      -0.024279    320.084   7.90549     22.9     20000.0
 207.5   -1.174     0.192      -0.024282    320.084   7.88115     22.9     20000.0
 207.0   -0.823     0.214      -0.026397    320.084   7.89407     22.9     20000.0
 206.5   -0.861     0.205      -0.023282    320.084   7.86051     22.9     20000.0
 206.0   -0.821     0.193      -0.025251    320.267   7.90317     22.9     20000.0
 205.5   -1.008     0.194      -0.024903    320.511   7.93205     22.9     20000.0
 205.0   -0.791     0.195      -0.024901    320.511   7.93015     22.9     20000.0
 204.5   -1.202     0.210      -0.025766    320.511   7.94275     22.9     20000.0
 204.0   -1.115     0.195      -0.023262    320.511   7.92006     22.9     20000.0
 203.5   -0.846     0.194      -0.026532    320.511   7.95778     22.9     20000.0
 203.0   -0.971     0.228      -0.025144    320.511   7.95107     22.9     20000.0
 202.5   -0.468     0.190      -0.025685    320.511   7.99345     22.9     20000.0
 202.0   -1.187     0.209      -0.026649    320.511   7.99383     22.9     20000.0
 201.5   -1.088     0.214      -0.025980    320.511   8.01235     22.9     20000.0
 201.0   -1.382     0.187      -0.028095    320.511   8.04883     22.9     20000.0
 200.5   -0.928     0.194      -0.027293    320.511   8.07093     22.9     20000.0
 200.0   -0.808     0.200      -0.028471    320.511   8.11519     22.9     20000.0
 199.5   -0.588     0.186      -0.030509    320.511   8.17751     22.9     20000.0
 199.0   -0.533     0.191      -0.030783    319.717   8.10227     22.9     20000.0
 198.5   -1.215     0.211      -0.034562    319.717   8.17936     22.9     20000.0
 198.0   -0.728     0.188      -0.033806    318.893   8.12665     22.9     20000.0
 197.5   -1.099     0.170      -0.034323    318.375   8.10453     22.9     20000.0
 197.0   -0.951     0.198      -0.037147    317.825   8.12146     22.9     20000.0
 196.5   -1.010     0.194      -0.037715    317.093   8.09038     22.9     20000.0
 196.0   -0.853     0.180      -0.039990    317.093   8.16331     22.9     20000.0
 195.5   -1.065     0.194      -0.041371    316.422   8.14559     22.9     20000.0
 195.0   -1.048     0.175      -0.043684    315.811   8.10620     22.9     20000.0
 194.5   -0.912     0.171      -0.046953    314.835   8.11464     22.9     20000.0
 194.0   -1.014     0.179      -0.047516    313.965   8.10677     22.9     20000.0
 193.5   -0.768     0.186      -0.051054    313.385   8.13444     22.9     20000.0
 193.0   -0.798     0.184      -0.052913    313.202   8.13264     22.9     20000.0
 192.5   -0.636     0.181      -0.053561    313.202   8.07806     22.9     20000.0
 192.0   -0.630     0.170      -0.056236    311.752   8.12918     22.9     20000.0
 191.5   -0.753     0.167      -0.056708    310.898   8.11576     22.9     20000.0
 191.0   -0.765     0.184      -0.059513    310.898   8.07631     22.9     20000.0
 190.5   -0.797     0.200      -0.059256    311.829   7.88162     22.9     20000.0
 190.0   -0.882     0.178      -0.058521    311.127   8.09184     22.9     20000.0
 189.5   -0.929     0.191      -0.057060    309.814   8.13583     22.9     20000.0
 189.0   -0.987     0.191      -0.053458    310.425   7.93957     22.9     20000.0
 188.5   -1.015     0.200      -0.050056    316.895   8.17595     22.9     20000.0
 188.0   -0.832     0.190      -0.041074    314.316   8.12246     22.9     20000.0
 187.5   -0.908     0.188      -0.031090    313.675   8.12304     22.9     20000.0
 187.0   -0.958     0.176      -0.016181    319.595   8.06662     22.9     20000.0
 186.5   -0.786     0.231      0.001863    330.750   8.28433     22.9     20000.0
 186.0   -1.367     0.178      0.028512    324.387   8.09579     22.9     20000.0
 185.5   -1.079     0.216      0.059401    331.421   8.16256     22.9     20000.0
 185.0   -1.328     0.271      0.096007    348.892   8.09027     22.9     20000.0
 184.5   -1.412     0.231      0.158584    354.446   8.10516     22.9     20000.0
 184.0   -0.943     0.264      0.217979    355.698   7.88532     22.9     20000.0
 183.5   -1.216     0.311      0.300873    386.261   8.15337     22.9     20000.0
 183.0   -2.122     0.371      0.429821    412.094   8.14055     22.9     20000.0
 182.5   -1.670     0.408      0.558964    431.183   8.31954     22.9     20000.0
 182.0   -1.263     0.659      0.730410    496.490   8.11362     22.9     20000.0
 181.5   -3.600     0.758      1.001550    560.287   8.08320     22.9     20000.0
 181.0    0.245     1.345      1.236490    635.284   8.07535     22.9     20000.0
 180.5    1.856     2.719      1.676320    846.893   8.35041     22.9     20000.0
 180.0   -4.684     4.280      2.182260    999.985   7.31828     22.9     20000.0
