#Reformatted CD measurement data (ProData):
#source: ../raw/CSAplus_10X_1um_rep100058.txt
#repeat: 1

#WL(nm)  CD(mdeg)   Err(mdeg)  Absorbance    HT(V)     Det(V)    Temp(C)   Ph-Count  
 241.5   -0.157     0.143      -0.022943    295.639   7.92747     23.3     20000.0
 241.0   -0.190     0.157      -0.022075    295.639   7.86664     23.4     20000.0
 240.5   -0.285     0.139      -0.024285    295.944   7.85120     23.4     20000.0
 240.0   -0.128     0.151      -0.022698    297.134   7.95877     23.4     20000.0
 239.5   -0.768     0.135      -0.022944    297.134   7.89266     23.4     20000.0
 239.0   -0.211     0.168      -0.022910    298.340   8.00655     23.4     20000.0
 238.5   -0.247     0.150      -0.022160    298.340   7.91047     23.4     20000.0
 238.0   -0.292     0.159      -0.024122    298.340   7.85392     23.3     20000.0
 237.5   -0.165     0.172      -0.022706    299.698   7.95770     23.4     20000.0
 237.0   -0.523     0.158      -0.024357    299.698   7.91130     23.4     20000.0
 236.5   -0.446     0.159      -0.022485    300.598   7.94870     23.4     20000.0
 236.0   -0.096     0.153      -0.023229    300.598   7.86589     23.4     20000.0
 235.5   -0.580     0.159      -0.023640    300.842   7.84684     23.4     20000.0
 235.0   -0.285     0.164      -0.023822    302.094   7.94706     23.4     20000.0
 234.5   -0.221     0.172      -0.023727    302.094   7.89911     23.4     20000.0
 234.0   -0.463     0.181      -0.024236    302.887   7.90803     23.4     20000.0
 233.5   -0.426     0.164      -0.024435    303.223   7.89056     23.4     20000.0
 233.0   -0.708     0.179      -0.022454    304.230   7.94370     23.4     20000.0
 232.5   -0.449     0.172      -0.025653    304.230   7.88703     23.3     20000.0
 232.0   -0.780     0.169      -0.023708    304.230   7.82307     23.4     20000.0
 231.5   -0.760     0.176      -0.023662    305.603   7.94926     23.3     20000.0
 231.0   -0.262     0.186      -0.023896    305.847   7.91187     23.3     20000.0
 230.5   -0.594     0.174      -0.023867    306.274   7.90508     23.4     20000.0
 230.0   -0.679     0.163      -0.024809    306.519   7.91569     23.4     20000.0
 229.5   -0.443     0.176      -0.022978    306.519   7.90387     23.4     20000.0
 229.0   -0.539     0.172      -0.024339    307.297   7.90382     23.4     20000.0
 228.5   -0.670     0.172      -0.024181    308.289   7.95751     23.4     20000.0
 228.0   -0.622     0.193      -0.025132    308.289   7.85036     23.4     20000.0
 227.5   -0.777     0.162      -0.023839    309.555   7.97965     23.4     20000.0
 227.0   -0.798     0.183      -0.023588    309.555   7.90013     23.3     20000.0
 226.5   -0.956     0.167      -0.025449    309.555   7.84559     23.3     20000.0
 226.0   -0.915     0.205      -0.022383    310.883   7.96803     23.4     20000.0
 225.5   -0.758     0.168      -0.025202    310.883   7.89980     23.4     20000.0
 225.0   -0.634     0.200      -0.023731    311.386   7.91732     23.4     20000.0
 224.5   -0.464     0.188      -0.024137    311.508   7.85035     23.4     20000.0
 224.0   -0.442     0.175      -0.024579    312.775   7.98235     23.4     20000.0
 223.5   -0.115     0.212      -0.022349    312.775   7.88730     23.4     20000.0
 223.0   -0.905     0.177      -0.025323    313.141   7.90938     23.4     20000.0
 222.5   -1.129     0.170      -0.021645    313.858   7.92127     23.4     20000.0
 222.0   -0.901     0.180      -0.022852    314.041   7.89799     23.4     20000.0
 221.5   -0.943     0.176      -0.022149    314.957   7.96409     23.3     20000.0
 221.0   -1.264     0.177      -0.019436    314.957   7.86216     23.3     20000.0
 220.5   -0.835     0.189      -0.021255    315.506   7.89823     23.3     20000.0
 220.0   -1.023     0.177      -0.018887    316.406   7.93815     23.3     20000.0
 219.5   -1.087     0.210      -0.019587    316.406   7.87348     23.4     20000.0
 219.0   -1.234     0.202      -0.017867    317.230   7.93875     23.4     20000.0
 218.5   -1.372     0.194      -0.015895    317.413   7.86466     23.4     20000.0
 218.0   -1.557     0.199      -0.016069    317.902   7.88608     23.4     20000.0
 217.5   -1.534     0.188      -0.013049    318.573   7.92596     23.4     20000.0
 217.0   -2.144     0.211      -0.014001    319.000   7.92376     23.4     20000.0
 216.5   -1.849     0.195      -0.011393    319.595   7.96882     23.3     20000.0
 216.0   -2.272     0.205      -0.008277    319.595   7.86114     23.4     20000.0
 215.5   -2.282     0.181      -0.008813    319.595   7.85530     23.4     20000.0
 215.0   -2.695     0.198      -0.004984    320.511   7.89254     23.3     20000.0
 214.5   -2.908     0.201      -0.004070    320.755   7.89012     23.4     20000.0
 214.0   -3.678     0.212      0.000552    321.457   7.90336     23.4     20000.0
 213.5   -3.719     0.197      0.003347    321.762   7.86809     23.3     20000.0
 213.0   -4.282     0.195      0.006379    322.525   7.92464     23.4     20000.0
 212.5   -4.570     0.204      0.011512    323.044   7.88802     23.4     20000.0
 212.0   -5.398     0.210      0.012859    323.532   7.90507     23.4     20000.0
 211.5   -6.073     0.190      0.019444    324.310   7.90942     23.4     20000.0
 211.0   -6.311     0.177      0.022699    324.631   7.86412     23.4     20000.0
 210.5   -6.783     0.210      0.027239    325.439   7.89410     23.4     20000.0
 210.0   -7.762     0.211      0.033921    326.385   7.90099     23.4     20000.0
 209.5   -8.588     0.198      0.038708    327.072   7.89971     23.4     20000.0
 209.0   -9.237     0.200      0.046497    328.278   7.93354     23.4     20000.0
 208.5   -10.099     0.222      0.054527    329.193   7.89240     23.4     20000.0
 208.0   -10.931     0.219      0.061975    330.353   7.92808     23.4     20000.0
 207.5   -11.303     0.198      0.069942    331.329   7.90745     23.3     20000.0
 207.0   -12.799     0.218      0.079238    332.535   7.89586     23.4     20000.0
 206.5   -14.114     0.232      0.090870    333.954   7.92191     23.3     20000.0
 206.0   -15.554     0.198      0.101112    335.327   7.92057     23.4     20000.0
 205.5   -16.257     0.247      0.111669    336.609   7.91755     23.4     20000.0
 205.0   -17.169     0.247      0.125007    338.318   7.92832     23.4     20000.0
 204.5   -18.951     0.239      0.138548    339.935   7.91916     23.4     20000.0
 204.0   -20.100     0.253      0.153193    341.339   7.88339     23.3     20000.0
 203.5   -21.583     0.220      0.165890    343.628   7.96757     23.4     20000.0
 203.0   -23.313     0.234      0.183113    345.123   7.89143     23.4     20000.0
 202.5   -24.415     0.235      0.199817    347.504   7.96642     23.3     20000.0
 202.0   -26.432     0.247      0.215697    349.213   7.90738     23.4     20000.0
 201.5   -27.417     0.256      0.234571    351.364   7.90405     23.4     20000.0
 201.0   -28.782     0.272      0.253132    353.973   7.93681     23.3     20000.0
 200.5   -30.351     0.280      0.274187    356.277   7.91699     23.3     20000.0
 200.0   -32.127     0.254      0.296068    359.787   8.03590     23.4     20000.0
 199.5   -33.524     0.263      0.316149    361.450   7.92531     23.3     20000.0
 199.0   -34.862     0.278      0.338946    364.716   8.01155     23.3     20000.0
 198.5   -36.970     0.265      0.360520    367.493   8.00741     23.4     20000.0
 198.0   -37.719     0.289      0.385832    369.583   7.92490     23.3     20000.0
 197.5   -39.358     0.277      0.410893    373.474   8.04934     23.4     20000.0
 197.0   -40.301     0.294      0.433632    374.832   7.86946     23.4     20000.0
 196.5   -41.763     0.317      0.459473    378.693   7.99195     23.3     20000.0
 196.0   -42.615     0.302      0.484609    381.546   7.94213     23.4     20000.0
 195.5   -43.835     0.331      0.512512    385.086   7.96470     23.4     20000.0
 195.0   -44.608     0.365      0.540694    389.648   8.06402     23.3     20000.0
 194.5   -44.860     0.370      0.565442    391.495   7.95544     23.3     20000.0
 194.0   -45.914     0.336      0.588901    394.119   7.98726     23.4     20000.0
 193.5   -46.651     0.369      0.615546    397.308   7.96427     23.4     20000.0
 193.0   -46.656     0.359      0.645222    401.733   7.97665     23.4     20000.0
 192.5   -47.704     0.342      0.680068    407.990   8.05779     23.4     20000.0
 192.0   -47.309     0.362      0.697066    407.990   7.98246     23.3     20000.0
 191.5   -46.887     0.398      0.718927    410.095   7.96075     23.3     20000.0
 191.0   -47.474     0.352      0.750620    416.122   8.03088     23.4     20000.0
 190.5   -46.714     0.459      0.792111    425.781   8.09515     23.4     20000.0
 190.0   -46.825     0.452      0.805998    425.568   8.15375     23.3     20000.0
 189.5   -45.495     0.415      0.820153    425.110   8.12357     23.3     20000.0
 189.0   -46.019     0.467      0.852588    430.954   7.99255     23.3     20000.0
 188.5   -44.553     0.497      0.903496    447.250   8.19612     23.3     20000.0
 188.0   -44.202     0.499      0.916608    444.016   8.11248     23.4     20000.0
 187.5   -42.511     0.506      0.933139    444.016   8.09640     23.4     20000.0
 187.0   -41.627     0.485      0.985138    459.976   8.20757     23.3     20000.0
 186.5   -40.187     0.589      1.048440    482.239   8.24944     23.3     20000.0
 186.0   -39.502     0.546      1.055950    470.245   8.12103     23.4     20000.0
 185.5   -38.560     0.587      1.105160    483.154   8.13673     23.3     20000.0
 185.0   -36.210     0.678      1.191400    518.356   8.11826     23.3     20000.0
 184.5   -36.483     0.836      1.256340    525.650   7.99559     23.3     20000.0
 184.0   -37.437     0.805      1.295610    525.650   7.96654     23.3     20000.0
 183.5   -34.683     1.017      1.430110    579.971   8.09594     23.3     20000.0
 183.0   -33.258     1.165      1.591850    626.068   8.07837     23.4     20000.0
 182.5   -34.808     1.418      1.701040    648.010   8.06694     23.3     20000.0
 182.0   -33.161     2.261      1.937900    765.686   7.97962     23.3     20000.0
 181.5   -31.335     4.035      2.162300    843.292   7.57968     23.3     20000.0
 181.0   -36.321     4.719      2.382690    928.101   6.47483     23.4     20000.0
 180.5   -19.427    17.966      2.620100    999.985   2.74359     23.3     20000.0
 180.0   -34.795    21.767      2.977040    999.985   1.17390     23.3     20000.0
