#Reformatted CD measurement data (ProData):
#source: ../raw/CSAplus_10X_1um_rep100058.txt
#repeat: 2

#WL(nm)  CD(mdeg)   Err(mdeg)  Absorbance    HT(V)     Det(V)    Temp(C)   Ph-Count  
 278.5   15.325     0.112      -0.012558    280.014   7.98242     23.4     20000.0
 278.0   14.883     0.133      -0.013644    280.014   7.95692     23.4     20000.0
 277.5   14.491     0.132      -0.013510    280.014   7.96787     23.3     20000.0
 277.0   14.215     0.136      -0.014514    280.014   7.97874     23.3     20000.0
 276.5   13.509     0.126      -0.013729    280.014   7.92750     23.3     20000.0
 276.0   13.180     0.127      -0.013790    280.014   7.96748     23.3     20000.0
 275.5   12.661     0.143      -0.013371    280.014   7.91941     23.3     20000.0
 275.0   12.258     0.139      -0.013935    280.014   7.93056     23.4     20000.0
 274.5   11.874     0.133      -0.014880    280.014   7.91039     23.4     20000.0
 274.0   11.549     0.129      -0.014788    280.014   7.89347     23.4     20000.0
 273.5   10.605     0.141      -0.015507    280.014   7.91849     23.3     20000.0
 273.0   10.466     0.131      -0.014598    280.014   7.86467     23.3     20000.0
 272.5   10.286     0.125      -0.015261    280.197   7.90140     23.4     20000.0
 272.0    9.425     0.132      -0.015255    280.197   7.88756     23.3     20000.0
 271.5    9.119     0.128      -0.016582    280.380   7.90055     23.3     20000.0
 271.0    8.930     0.118      -0.015856    280.960   7.97158     23.3     20000.0
 270.5    8.432     0.124      -0.014941    280.960   7.94210     23.4     20000.0
 270.0    8.011     0.120      -0.016559    280.960   7.92467     23.3     20000.0
 269.5    7.626     0.137      -0.014881    281.326   7.91351     23.3     20000.0
 269.0    7.579     0.138      -0.015846    281.326   7.90402     23.4     20000.0
 268.5    6.959     0.137      -0.016442    281.326   7.87787     23.3     20000.0
 268.0    7.035     0.139      -0.017522    282.028   7.95616     23.4     20000.0
 267.5    6.649     0.136      -0.017390    282.272   7.94436     23.3     20000.0
 267.0    6.180     0.127      -0.015518    282.272   7.89583     23.4     20000.0
 266.5    5.787     0.136      -0.018475    282.272   7.87854     23.3     20000.0
 266.0    5.627     0.143      -0.016971    282.928   7.90456     23.4     20000.0
 265.5    5.223     0.135      -0.017603    283.295   7.92556     23.3     20000.0
 265.0    4.791     0.151      -0.018458    283.478   7.91377     23.4     20000.0
 264.5    4.534     0.136      -0.016699    283.844   7.90069     23.4     20000.0
 264.0    4.297     0.119      -0.018859    284.210   7.90992     23.3     20000.0
 263.5    4.138     0.133      -0.018493    284.698   7.91577     23.3     20000.0
 263.0    3.872     0.133      -0.017999    284.760   7.88961     23.3     20000.0
 262.5    3.719     0.128      -0.020207    285.431   7.95696     23.4     20000.0
 262.0    3.555     0.134      -0.017822    285.675   7.90938     23.4     20000.0
 261.5    3.191     0.140      -0.019799    285.980   7.91057     23.3     20000.0
 261.0    2.956     0.151      -0.019776    285.980   7.85623     23.4     20000.0
 260.5    2.811     0.134      -0.019201    286.285   7.86231     23.4     20000.0
 260.0    2.688     0.145      -0.020412    287.399   7.97729     23.4     20000.0
 259.5    2.515     0.142      -0.019767    287.399   7.91623     23.3     20000.0
 259.0    2.177     0.145      -0.021051    287.399   7.85865     23.3     20000.0
 258.5    2.258     0.152      -0.019523    288.315   7.91999     23.4     20000.0
 258.0    1.882     0.137      -0.020444    288.315   7.89026     23.3     20000.0
 257.5    1.950     0.126      -0.020751    289.047   7.94813     23.3     20000.0
 257.0    1.949     0.139      -0.021561    289.047   7.94061     23.3     20000.0
 256.5    1.786     0.159      -0.021887    289.474   7.95606     23.3     20000.0
 256.0    1.487     0.132      -0.020062    289.474   7.91298     23.3     20000.0
 255.5    1.364     0.139      -0.022134    289.474   7.89531     23.3     20000.0
 255.0    1.292     0.138      -0.021598    289.719   7.89743     23.3     20000.0
 254.5    1.125     0.139      -0.022257    289.719   7.88110     23.3     20000.0
 254.0    1.164     0.143      -0.022303    289.719   7.84310     23.3     20000.0
 253.5    1.107     0.142      -0.022544    290.283   7.92261     23.3     20000.0
 253.0    0.824     0.141      -0.021905    290.527   7.92499     23.4     20000.0
 252.5    0.755     0.133      -0.022772    290.527   7.91233     23.3     20000.0
 252.0    0.646     0.151      -0.022117    290.527   7.87874     23.4     20000.0
 251.5    0.295     0.140      -0.022650    291.138   7.93706     23.3     20000.0
 251.0    0.654     0.145      -0.022170    291.138   7.93599     23.3     20000.0
 250.5    0.481     0.155      -0.022041    291.138   7.88277     23.4     20000.0
 250.0    0.622     0.136      -0.023087    291.321   7.91207     23.3     20000.0
 249.5    0.418     0.168      -0.021836    291.748   7.93204     23.4     20000.0
 249.0    0.331     0.144      -0.022782    291.748   7.92270     23.3     20000.0
 248.5    0.489     0.131      -0.022970    291.748   7.88441     23.3     20000.0
 248.0    0.142     0.150      -0.023616    292.099   7.90520     23.3     20000.0
 247.5   -0.168     0.170      -0.023172    292.099   7.92712     23.3     20000.0
 247.0    0.067     0.166      -0.022619    292.404   7.89356     23.4     20000.0
 246.5    0.195     0.155      -0.024425    292.816   7.93334     23.4     20000.0
 246.0   -0.053     0.150      -0.022500    292.816   7.88255     23.3     20000.0
 245.5   -0.068     0.152      -0.025426    292.816   7.88409     23.3     20000.0
 245.0    0.158     0.153      -0.022554    293.274   7.89162     23.3     20000.0
 244.5   -0.028     0.144      -0.023815    293.518   7.88192     23.3     20000.0
 244.0   -0.010     0.150      -0.023456    294.083   7.93942     23.3     20000.0
 243.5    0.023     0.143      -0.022922    294.083   7.89678     23.4     20000.0
 243.0   -0.007     0.171      -0.024446    294.083   7.87981     23.4     20000.0
 242.5   -0.339     0.135      -0.021486    294.983   7.94252     23.3     20000.0
 242.0    0.112     0.168      -0.024041    295.227   7.93091     23.3     20000.0
 241.5    0.164     0.152      -0.023443    295.227   7.86631     23.3     20000.0
 241.0   -0.116     0.157      -0.023433    295.959   7.94599     23.3     20000.0
 240.5   -0.263     0.137      -0.024380    296.387   7.92815     23.3     20000.0
 240.0   -0.262     0.133      -0.023888    296.387   7.85336     23.3     20000.0
 239.5   -0.053     0.168      -0.024984    296.997   7.90649     23.4     20000.0
 239.0   -0.109     0.169      -0.023523    297.836   7.93192     23.3     20000.0
 238.5   -0.195     0.148      -0.024078    298.019   7.89119     23.3     20000.0
 238.0    0.058     0.162      -0.024810    298.828   7.94887     23.3     20000.0
 237.5   -0.177     0.154      -0.024176    299.133   7.88921     23.3     20000.0
 237.0   -0.240     0.166      -0.025168    299.606   7.91064     23.3     20000.0
 236.5   -0.286     0.159      -0.023431    300.201   7.89920     23.3     20000.0
 236.0   -0.181     0.159      -0.024642    300.552   7.88386     23.3     20000.0
 235.5   -0.447     0.166      -0.023664    301.224   7.91097     23.3     20000.0
 235.0   -0.302     0.174      -0.024354    301.697   7.89037     23.3     20000.0
 234.5   -0.182     0.163      -0.023508    302.200   7.91295     23.3     20000.0
 234.0   -0.432     0.179      -0.024753    302.872   7.91491     23.3     20000.0
 233.5   -0.308     0.170      -0.025289    303.223   7.90610     23.3     20000.0
 233.0   -0.375     0.169      -0.024189    303.894   7.91952     23.3     20000.0
 232.5   -0.230     0.184      -0.025240    304.398   7.90731     23.3     20000.0
 232.0   -0.383     0.149      -0.024256    304.825   7.93121     23.3     20000.0
 231.5   -0.498     0.162      -0.024676    305.069   7.87942     23.4     20000.0
 231.0   -0.149     0.177      -0.023398    305.893   7.91036     23.3     20000.0
 230.5   -0.136     0.159      -0.025687    306.198   7.92567     23.3     20000.0
 230.0   -0.701     0.155      -0.024640    306.198   7.85998     23.3     20000.0
 229.5   -0.664     0.157      -0.024930    306.198   7.88667     23.3     20000.0
 229.0   -0.484     0.198      -0.024880    307.465   7.94129     23.3     20000.0
 228.5   -0.320     0.168      -0.024513    307.785   7.88097     23.3     20000.0
 228.0   -0.467     0.176      -0.025757    308.655   7.92141     23.3     20000.0
 227.5   -0.475     0.181      -0.023569    308.899   7.86747     23.3     20000.0
 227.0   -0.476     0.163      -0.025011    309.326   7.88874     23.3     20000.0
 226.5   -0.514     0.184      -0.025443    310.120   7.93722     23.3     20000.0
 226.0   -0.724     0.186      -0.023580    310.120   7.86575     23.3     20000.0
 225.5   -0.425     0.168      -0.026250    310.974   7.93379     23.3     20000.0
 225.0   -0.683     0.163      -0.023283    311.356   7.90420     23.4     20000.0
 224.5   -0.584     0.170      -0.025001    311.722   7.90047     23.3     20000.0
 224.0   -0.493     0.188      -0.024875    312.469   7.93821     23.3     20000.0
 223.5   -0.650     0.186      -0.023462    312.531   7.86823     23.3     20000.0
 223.0   -0.619     0.190      -0.025201    313.583   7.97871     23.3     20000.0
 222.5   -0.343     0.177      -0.021992    313.583   7.88344     23.3     20000.0
 222.0   -0.504     0.184      -0.022642    314.285   7.93341     23.3     20000.0
 221.5   -0.524     0.170      -0.022141    314.285   7.85626     23.4     20000.0
 221.0   -0.848     0.176      -0.020384    315.079   7.89885     23.3     20000.0
 220.5   -1.035     0.177      -0.021032    315.887   7.95526     23.3     20000.0
 220.0   -0.912     0.192      -0.019377    315.887   7.86434     23.3     20000.0
 219.5   -1.223     0.225      -0.020469    316.544   7.91134     23.3     20000.0
 219.0   -1.319     0.212      -0.017468    317.032   7.89987     23.3     20000.0
 218.5   -1.245     0.179      -0.017058    317.459   7.89300     23.3     20000.0
 218.0   -1.460     0.203      -0.015927    318.176   7.92705     23.3     20000.0
 217.5   -1.503     0.200      -0.013280    318.481   7.91564     23.3     20000.0
 217.0   -1.475     0.196      -0.014930    318.878   7.92137     23.3     20000.0
 216.5   -1.824     0.213      -0.011226    319.366   7.92944     23.3     20000.0
 216.0   -2.532     0.199      -0.010414    319.550   7.89272     23.3     20000.0
 215.5   -2.891     0.208      -0.008547    319.977   7.91046     23.3     20000.0
 215.0   -2.808     0.198      -0.005619    320.496   7.90169     23.3     20000.0
 214.5   -3.113     0.192      -0.005088    320.862   7.92544     23.3     20000.0
 214.0   -3.803     0.226      -0.000116    321.533   7.92751     23.3     20000.0
 213.5   -4.052     0.183      0.002432    321.533   7.84897     23.3     20000.0
 213.0   -3.902     0.177      0.006156    322.388   7.90720     23.3     20000.0
 212.5   -4.836     0.195      0.010193    322.861   7.88345     23.3     20000.0
 212.0   -5.164     0.188      0.012745    323.502   7.90238     23.3     20000.0
 211.5   -5.458     0.197      0.018870    324.295   7.91749     23.4     20000.0
 211.0   -6.287     0.195      0.022310    324.875   7.90900     23.3     20000.0
 210.5   -7.033     0.201      0.027998    325.562   7.89920     23.3     20000.0
 210.0   -7.603     0.198      0.032654    326.187   7.89341     23.3     20000.0
 209.5   -8.117     0.215      0.038797    327.316   7.93578     23.4     20000.0
 209.0   -9.013     0.218      0.047121    328.201   7.91042     23.4     20000.0
 208.5   -9.577     0.217      0.052246    328.812   7.87548     23.3     20000.0
 208.0   -10.488     0.213      0.062209    330.170   7.89582     23.3     20000.0
 207.5   -12.048     0.217      0.069446    331.299   7.91184     23.3     20000.0
 207.0   -12.937     0.206      0.078057    332.718   7.94522     23.4     20000.0
 206.5   -13.387     0.245      0.091333    333.847   7.89734     23.3     20000.0
 206.0   -14.953     0.209      0.099596    334.900   7.88388     23.3     20000.0
 205.5   -16.392     0.245      0.111532    336.578   7.91546     23.4     20000.0
 205.0   -17.807     0.241      0.123389    337.891   7.89403     23.3     20000.0
 204.5   -19.411     0.228      0.137032    339.905   7.94229     23.3     20000.0
 204.0   -20.048     0.227      0.152527    341.278   7.88649     23.4     20000.0
 203.5   -21.827     0.239      0.164274    342.972   7.90037     23.4     20000.0
 203.0   -23.369     0.272      0.182408    344.955   7.87975     23.3     20000.0
 202.5   -24.476     0.223      0.199389    347.702   8.00336     23.4     20000.0
 202.0   -25.942     0.240      0.214780    349.594   7.97948     23.4     20000.0
 201.5   -27.643     0.215      0.234905    351.822   7.96385     23.3     20000.0
 201.0   -28.847     0.313      0.251293    353.882   7.95734     23.3     20000.0
 200.5   -30.248     0.235      0.273590    356.110   7.90407     23.3     20000.0
 200.0   -32.579     0.295      0.293706    358.475   7.89356     23.3     20000.0
 199.5   -33.680     0.276      0.314668    361.160   7.91178     23.3     20000.0
 199.0   -35.118     0.294      0.337713    363.876   7.91711     23.3     20000.0
 198.5   -36.178     0.285      0.357619    366.562   7.93171     23.4     20000.0
 198.0   -37.825     0.313      0.385309    369.354   7.90316     23.4     20000.0
 197.5   -39.205     0.340      0.408547    372.147   7.91117     23.3     20000.0
 197.0   -40.540     0.309      0.433067    375.443   7.96193     23.4     20000.0
 196.5   -41.381     0.345      0.457973    377.762   7.89469     23.3     20000.0
 196.0   -42.666     0.324      0.483061    381.271   7.93397     23.4     20000.0
 195.5   -43.728     0.358      0.510684    384.567   7.92979     23.4     20000.0
 195.0   -44.816     0.329      0.537702    388.550   7.97482     23.3     20000.0
 194.5   -45.489     0.381      0.562828    391.068   7.94791     23.3     20000.0
 194.0   -46.386     0.338      0.588464    393.433   7.90686     23.3     20000.0
 193.5   -46.584     0.369      0.612965    396.973   7.96866     23.3     20000.0
 193.0   -46.484     0.319      0.641352    400.955   7.94911     23.4     20000.0
 192.5   -46.895     0.357      0.673650    406.555   7.99607     23.3     20000.0
 192.0   -46.660     0.337      0.692439    406.860   7.92656     23.3     20000.0
 191.5   -47.865     0.398      0.717940    409.882   7.95238     23.3     20000.0
 191.0   -46.685     0.423      0.745320    415.100   8.00292     23.3     20000.0
 190.5   -46.343     0.425      0.781994    423.935   8.05937     23.4     20000.0
 190.0   -46.381     0.451      0.799461    423.935   8.07690     23.3     20000.0
 189.5   -45.248     0.412      0.815651    423.935   8.06457     23.4     20000.0
 189.0   -45.686     0.426      0.847012    430.634   8.05751     23.3     20000.0
 188.5   -44.815     0.484      0.887526    444.702   8.19876     23.3     20000.0
 188.0   -44.326     0.503      0.906730    442.627   8.13492     23.3     20000.0
 187.5   -43.606     0.524      0.924558    442.627   8.09459     23.3     20000.0
 187.0   -41.762     0.486      0.969475    456.985   8.16215     23.4     20000.0
 186.5   -41.032     0.582      1.025950    478.394   8.25535     23.3     20000.0
 186.0   -40.379     0.615      1.040780    467.773   8.13164     23.3     20000.0
 185.5   -38.754     0.594      1.085550    479.630   8.12405     23.3     20000.0
 185.0   -38.037     0.800      1.161390    512.924   8.13365     23.3     20000.0
 184.5   -35.583     0.723      1.228540    520.401   7.99550     23.4     20000.0
 184.0   -35.614     0.862      1.270180    520.401   7.92322     23.3     20000.0
 183.5   -34.187     0.898      1.389560    571.869   8.12538     23.4     20000.0
 183.0   -34.807     1.210      1.541770    614.914   8.08345     23.3     20000.0
 182.5   -33.560     1.242      1.650320    636.902   8.11934     23.3     20000.0
 182.0   -35.931     1.993      1.861120    746.429   8.09466     23.4     20000.0
 181.5   -28.924     3.575      2.087330    823.273   7.72766     23.3     20000.0
 181.0   -21.119     4.613      2.319830    916.672   6.91438     23.4     20000.0
 180.5   -26.963    13.354      2.527970    999.985   3.39188     23.4     20000.0
 180.0   -2.536    17.436      2.904620    999.985   1.38694     23.4     20000.0
