330	0.019965695
329	0.023929944
328	-0.007623557
327	-0.03094056
326	-0.024837893
325	-0.030693702
324	-0.031201196
323	0.009364198
322	0.013136467
321	0.02115531
320	0.030099396
319	0.019470402
318	0.021876104
317	0.021187976
316	-0.002903688
315	-0.001457958
314	-0.015035808
313	-0.013617848
312	0.008849339
311	0.004060333
310	0.001966147
309	-0.002241203
308	-0.024968834
307	-0.012723432
306	-0.013673126
305	-0.006554861
304	-0.000806894
303	0.001574138
302	0.00513067
301	0.01907533
300	0.024604054
299	0.023562535
298	-0.004361679
297	-0.01220016
296	-0.017325245
295	0.003113846
294	0.026158652
293	0.035592879
292	0.042416773
291	0.034603346
290	0.014707376
289	0.023726671
288	0.025008169
287	0.010024289
286	0.003744697
285	0.006415514
284	0.001771698
283	0.019049542
282	0.035777014
281	0.036821173
280	0.038484793
279	0.027379816
278	0.033505267
277	0.024303847
276	0.019905986
275	0.008015856
274	-0.007003331
273	-0.001734756
272	0.004669919
271	0.009704355
270	-0.007123796
269	-0.015000668
268	-0.020691187
267	-0.005780077
266	0.009589598
265	0.008323962
264	0.013591099
263	0.00723501
262	0.008294139
261	-0.001692326
260	-0.010422188
259	-0.004787161
258	0.005829295
257	0.01241733
256	0.002878596
255	-0.01700746
254	-0.012928549
253	-0.009889479
252	-0.00269592
251	-0.010951151
250	-0.029992351
249	-0.041948385
248	-0.037153618
247	-0.038806833
246	-0.044565019
245	-0.057638901
244	-0.06787665
243	-0.082023718
242	-0.11069492
241	-0.159749683
240	-0.184085907
239	-0.223868098
238	-0.263640269
237	-0.331600871
236	-0.406218821
235	-0.496378042
234	-0.592542414
233	-0.706561331
232	-0.860580673
231	-1.03696534
230	-1.215469232
229	-1.40052161
228	-1.576305189
227	-1.717032052
226	-1.820871294
225	-1.876578953
224	-1.923894695
223	-1.916144745
222	-1.886104731
221	-1.816988527
220	-1.739153844
219	-1.651974369
218	-1.572968755
217	-1.486826545
216	-1.408616099
215	-1.266097005
214	-1.097544663
213	-0.889274701
212	-0.672624014
211	-0.494030253
210	-0.299724294
209	-0.057986776
208	0.195074208
207	0.479115611
206	0.734779713
205	1.005712067
204	1.342169445
203	1.684482498
202	2.06260817
201	2.464515123
200	2.896335088
199	3.315055933
198	3.550282232
197	3.653730453
196	3.557671336
195	3.325068411
194	2.994508941
193	2.491151009
192	1.894404445
191	1.384884816
190	0.880341117
189	0.463951016
188	0.059970929
187	-0.342065645
186	-0.703901572
185	-1.060383285
184	-1.369291318
183	-1.678217058
182	-2.011713406
181	-2.303091489
180	-2.513784442
179	-2.779292872
178	-2.872591453
