ProDataCSV

Title: 

Remarks:
#User: spc_user
#Date: 2019/11/12
#Instrument: 
#DetectorType: 
#HV (CDDC channel): 999.985 v
#Time per point: 0.5 s
#Description: Sample 1
#Concentration: 0 M
#Pathlength: 10 mm
#Temperature: ---- C
Time Stamp : 2019/11/12 11:20:00
The data was saved to file : C:\Users\Osvaldo\Trp_0.6mgperml_12.11.2019.csv.


Last Modified: Tue Nov 12 11:20:22 2019 by unknown.

Options:

Available Dimensions:,2
Wavelength,Wavelength: 180nm - 290nm,Step Size: 1nm,Bandwidth: 1nm
Repeat,2 repeats in set., -iter option selected

Available Properties: ,1
CircularDichroism,

Data:


CircularDichroism
Wavelength,Repeat
,0,1,
290,-0.442605,-0.439739
289,-0.356363,-0.313168
288,-0.387815,-0.422693
287,-0.166201,-0.417726
286,-0.361032,-0.398138
285,-0.379871,-0.188904
284,-0.339833,-0.38034
283,-0.377032,-0.430118
282,-0.378751,-0.584695
281,-0.390496,-0.449635
280,-0.527241,-0.452148
279,-0.37294,-0.329825
278,-0.372916,-0.389222
277,-0.422835,-0.329231
276,-0.444764,-0.541055
275,-0.460499,-0.529131
274,-0.415784,-0.459706
273,-0.324643,-0.669731
272,-0.494219,-0.60296
271,-0.36339,-0.649084
270,-0.45856,-0.63588
269,-0.624487,-0.677377
268,-0.656891,-0.856657
267,-0.64699,-0.741823
266,-0.624364,-0.746953
265,-0.70009,-0.605694
264,-0.61281,-0.516892
263,-0.546127,-0.64298
262,-0.724988,-0.680119
261,-0.638035,-0.562245
260,-0.652812,-0.546094
259,-0.572904,-0.781094
258,-0.680896,-0.56291
257,-0.514917,-0.693659
256,-0.62576,-0.496996
255,-0.855194,-0.800108
254,-0.664786,-0.66325
253,-0.603594,-0.770648
252,-0.55495,-0.655611
251,-0.656456,-0.733208
250,-1.02161,-0.831774
249,-0.956513,-1.01672
248,-1.08012,-1.16087
247,-1.38285,-1.44266
246,-1.85189,-1.68882
245,-2.17769,-2.05572
244,-2.66563,-2.69969
243,-3.14419,-3.35309
242,-4.04176,-4.03227
241,-4.85559,-4.78862
240,-5.93672,-5.97557
239,-6.94989,-6.79237
238,-8.21497,-8.07203
237,-9.4119,-9.33582
236,-11.0707,-10.946
235,-12.686,-12.7317
234,-14.7552,-14.4232
233,-16.7865,-16.7814
232,-19.4753,-19.1039
231,-21.8018,-21.6761
230,-24.2862,-24.4785
229,-27.015,-27.3238
228,-29.7496,-29.7048
227,-32.0304,-32.1761
226,-34.0412,-34.3122
225,-36.2428,-36.4253
224,-37.769,-37.9335
223,-38.6889,-39.3909
222,-40.2314,-40.366
221,-40.7654,-41.6163
220,-41.4921,-41.7093
219,-41.9734,-42.378
218,-41.5326,-42.109
217,-41.5074,-41.8391
216,-41.9876,-42.1117
215,-41.9038,-42.946
214,-42.2389,-41.5705
213,-42.8328,-42.3633
212,-44.3533,-45.4727
211,-45.8216,-45.7346
210,-48.8602,-47.9452
209,-49.6784,-47.9234
208,-50.6019,-50.2037
207,-49.7301,-47.8084
206,-45.8862,-42.7526
205,-38.818,-40.723
204,-33.528,-37.6752
203,-26.7978,-28.2144
202,-15.1365,-23.1762
201,-12.4139,3.41412
200,-18.7774,-22.2872
199,-2.59041,1.84721
198,20.2815,-11.4516
197,-6.43972,-3.98149
196,-9.55335,1.61484
195,-13.5808,17.3215
194,-22.9189,-43.9823
193,12.6981,-38.4925
192,-27.8923,-9.45728
191,-5.62577,-0.880901
190,5.0136,31.6796
189,4.00486,7.57387
188,-27.5649,4.39099
187,17.338,6.12042
186,2.07415,20.2776
185,0.490892,-53.9407
184,5.84082,-8.36123
183,-18.0179,-5.99892
182,-57.6162,-29.8499
181,-11.4305,-42.5986
180,-67.0159,18.9454


History: 
User : spc_user
Version : Chirascan v.4.7.0.194 Build : Jan 23 2019 14:29:50
DataStore created and initialized for data acquisition.
Time Stamp : Tue Nov 12 11:16:34 2019

----------------------------------------------------

User : spc_user
Version : Chirascan v.4.7.0.194 Build : Jan 23 2019 14:29:50
The data was saved to file : C:\Users\Osvaldo\Trp_0.6mgperml_12.11.2019.dsx.
Time Stamp : Tue Nov 12 11:19:57 2019

----------------------------------------------------

User : spc_user
Version : Chirascan v.4.7.0.194 Build : Jan 23 2019 14:29:50
DataStore created and initialized for data acquisition.
Time Stamp : Tue Nov 12 11:20:00 2019

----------------------------------------------------


